Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-15 03:23:44
Time span: 2017-06-14 10:23:43 to 2017-06-15 10:23:43

Time Point,Pm 2.5,Pm 10
2017-06-15 10:22:38,19,20
2017-06-15 10:17:38,35,37
2017-06-15 10:12:38,31,32
2017-06-15 10:07:38,34,35
2017-06-15 10:02:38,35,36
2017-06-15 09:57:38,23,25
2017-06-15 09:52:37,29,30
2017-06-15 09:47:39,31,34
2017-06-15 09:42:38,31,34
2017-06-15 09:37:38,28,29
2017-06-15 09:32:39,35,39
2017-06-15 09:27:39,31,33
2017-06-15 09:22:39,44,46
2017-06-15 09:17:39,49,50
2017-06-15 09:12:38,43,47
2017-06-15 09:07:38,31,31
2017-06-15 09:02:39,25,26
2017-06-15 08:57:38,47,49
2017-06-15 08:52:37,41,43
2017-06-15 08:47:39,57,59
2017-06-15 08:42:39,35,37
2017-06-15 08:37:39,40,40
2017-06-15 08:32:39,38,41
2017-06-15 08:27:39,54,55
2017-06-15 08:22:39,36,38
2017-06-15 08:17:39,31,33
2017-06-15 08:12:39,35,36
2017-06-15 08:07:39,31,32
2017-06-15 08:02:39,39,39
2017-06-15 07:57:39,33,34
2017-06-15 07:52:38,38,40
2017-06-15 07:47:39,36,36
2017-06-15 07:42:39,56,57
2017-06-15 07:37:39,59,65
2017-06-15 07:32:39,78,82
2017-06-15 07:27:39,89,92
2017-06-15 07:22:39,36,37
2017-06-15 07:17:39,22,24
2017-06-15 07:12:39,26,28
2017-06-15 07:07:39,21,24
2017-06-15 07:02:39,25,26
2017-06-15 06:57:39,24,26
2017-06-15 06:52:38,22,22
2017-06-15 06:47:39,26,27
2017-06-15 06:42:39,23,24
2017-06-15 06:37:39,21,21
2017-06-15 06:32:39,20,21
2017-06-15 06:27:39,20,21
2017-06-15 06:22:39,19,20
2017-06-15 06:17:39,22,23
2017-06-15 06:12:39,25,26
2017-06-15 06:07:39,22,23
2017-06-15 06:02:39,22,24
2017-06-15 05:57:39,31,32
2017-06-15 05:52:38,28,30
2017-06-15 05:47:39,31,32
2017-06-15 05:42:39,28,30
2017-06-15 05:37:39,32,34
2017-06-15 05:32:39,27,28
2017-06-15 05:27:39,33,35
2017-06-15 05:22:39,24,24
2017-06-15 05:17:39,31,33
2017-06-15 05:12:39,25,27
2017-06-15 05:07:39,26,27
2017-06-15 05:02:39,24,25
2017-06-15 04:57:39,24,25
2017-06-15 04:52:38,26,27
2017-06-15 04:47:40,24,26
2017-06-15 04:42:39,24,25
2017-06-15 04:37:40,33,33
2017-06-15 04:32:40,23,23
2017-06-15 04:27:39,24,26
2017-06-15 04:22:40,22,23
2017-06-15 04:17:40,25,28
2017-06-15 04:12:40,23,24
2017-06-15 04:07:40,23,24
2017-06-15 04:02:40,23,23
2017-06-15 03:57:40,25,26
2017-06-15 03:52:38,26,26
2017-06-15 03:47:40,26,27
2017-06-15 03:42:40,28,32
2017-06-15 03:37:40,24,25
2017-06-15 03:32:40,26,30
2017-06-15 03:27:40,32,33
2017-06-15 03:22:40,28,32
2017-06-15 03:17:40,27,27
2017-06-15 03:12:40,28,29
2017-06-15 03:07:40,35,35
2017-06-15 03:02:40,27,28
2017-06-15 02:57:40,32,35
2017-06-15 02:52:39,32,33
2017-06-15 02:47:40,27,28
2017-06-15 02:42:40,34,35
2017-06-15 02:37:40,34,35
2017-06-15 02:32:40,30,32
2017-06-15 02:27:40,30,31
2017-06-15 02:22:40,34,35
2017-06-15 02:17:40,34,37
2017-06-15 02:12:40,36,36
2017-06-15 02:07:40,32,35
2017-06-15 02:02:40,30,32
2017-06-15 01:57:40,32,35
2017-06-15 01:52:39,31,32
2017-06-15 01:47:40,36,36
2017-06-15 01:42:40,31,33
2017-06-15 01:37:41,32,33
2017-06-15 01:32:40,35,38
2017-06-15 01:27:40,39,42
2017-06-15 01:22:40,42,43
2017-06-15 01:17:40,46,46
2017-06-15 01:12:41,38,39
2017-06-15 01:07:40,34,35
2017-06-15 01:02:40,37,39
2017-06-15 00:52:39,37,39
2017-06-15 00:47:40,40,44
2017-06-15 00:42:41,42,44
2017-06-15 00:37:41,37,39
2017-06-15 00:32:41,41,44
2017-06-15 00:27:41,32,33
2017-06-15 00:22:41,35,37
2017-06-15 00:17:41,31,33
2017-06-15 00:12:41,31,34
2017-06-15 00:07:41,31,34
2017-06-15 00:02:41,36,38
2017-06-14 23:57:41,30,30
2017-06-14 23:52:39,36,42
2017-06-14 23:47:41,34,35
2017-06-14 23:42:43,36,37
2017-06-14 23:37:41,32,33
2017-06-14 23:32:41,42,45
2017-06-14 23:27:41,33,35
2017-06-14 23:22:41,47,49
2017-06-14 23:17:41,42,45
2017-06-14 23:12:41,40,44
2017-06-14 23:07:41,37,40
2017-06-14 23:02:41,46,48
2017-06-14 22:57:41,45,47
2017-06-14 22:52:40,43,49
2017-06-14 22:47:41,39,40
2017-06-14 22:42:41,41,44
2017-06-14 22:37:41,33,35
2017-06-14 22:32:41,39,42
2017-06-14 22:27:41,32,34
2017-06-14 22:22:41,40,43
2017-06-14 22:17:41,31,32
2017-06-14 22:12:41,30,31
2017-06-14 22:07:41,39,41
2017-06-14 22:02:41,37,37
2017-06-14 21:57:41,38,39
2017-06-14 21:52:40,32,34
2017-06-14 21:47:41,32,34
2017-06-14 21:42:41,34,36
2017-06-14 21:37:41,34,35
2017-06-14 21:32:41,30,31
2017-06-14 21:27:41,36,37
2017-06-14 21:22:41,43,45
2017-06-14 21:17:41,44,46
2017-06-14 21:12:41,39,40
2017-06-14 21:07:43,55,56
2017-06-14 21:02:41,49,50
2017-06-14 20:57:41,38,39
2017-06-14 20:52:42,43,46
2017-06-14 20:47:41,38,38
2017-06-14 20:42:42,33,35
2017-06-14 20:37:41,33,34
2017-06-14 20:32:42,33,34
2017-06-14 20:27:41,34,38
2017-06-14 20:22:42,36,36
2017-06-14 20:17:41,33,35
2017-06-14 20:12:42,31,31
2017-06-14 20:07:42,33,35
2017-06-14 20:02:42,38,38
2017-06-14 19:57:42,47,52
2017-06-14 19:52:42,37,39
2017-06-14 19:47:49,30,31
2017-06-14 19:42:42,41,43
2017-06-14 19:37:42,36,38
2017-06-14 19:32:42,50,50
2017-06-14 19:27:42,54,56
2017-06-14 19:22:42,51,53
2017-06-14 19:17:42,45,48
2017-06-14 19:12:42,31,32
2017-06-14 19:07:42,33,35
2017-06-14 19:02:42,26,27
2017-06-14 18:57:42,21,22
2017-06-14 18:52:42,19,20
2017-06-14 18:47:42,23,24
2017-06-14 18:42:42,41,42
2017-06-14 18:37:42,24,25
2017-06-14 18:32:42,44,47
2017-06-14 18:27:42,25,25
2017-06-14 18:22:42,17,19
2017-06-14 18:17:42,16,16
2017-06-14 18:12:42,22,23
2017-06-14 18:07:42,23,23
2017-06-14 18:02:44,29,32
2017-06-14 17:57:42,24,26
2017-06-14 17:52:42,20,20
2017-06-14 17:47:42,24,25
2017-06-14 17:42:42,17,18
2017-06-14 17:37:42,30,32
2017-06-14 17:32:42,34,36
2017-06-14 17:27:43,27,29
2017-06-14 17:22:42,18,18
2017-06-14 17:17:42,15,16
2017-06-14 17:12:42,22,23
2017-06-14 17:07:42,21,23
2017-06-14 17:02:42,20,20
2017-06-14 16:57:43,17,18
2017-06-14 16:52:42,19,21
2017-06-14 16:47:42,18,20
2017-06-14 16:42:42,22,24
2017-06-14 16:37:42,15,15
2017-06-14 16:32:42,11,10
2017-06-14 16:27:42,12,11
2017-06-14 16:22:42,10,9
2017-06-14 16:17:43,10,9
2017-06-14 16:12:43,12,12
2017-06-14 16:07:43,15,16
2017-06-14 16:02:43,18,18
2017-06-14 15:57:43,17,18
2017-06-14 15:52:43,26,27
2017-06-14 15:47:43,23,23
2017-06-14 15:42:43,33,34
2017-06-14 15:37:43,16,16
2017-06-14 15:32:43,17,17
2017-06-14 15:27:43,14,15
2017-06-14 15:22:43,20,20
2017-06-14 15:17:43,15,17
2017-06-14 15:12:43,19,19
2017-06-14 15:07:43,18,19
2017-06-14 15:02:43,21,21
2017-06-14 14:57:43,23,24
2017-06-14 14:52:43,18,19
2017-06-14 14:47:43,19,22
2017-06-14 14:42:43,21,21
2017-06-14 14:37:43,18,18
2017-06-14 14:32:43,20,21
2017-06-14 14:27:43,19,19
2017-06-14 14:22:43,19,19
2017-06-14 14:17:44,19,19
2017-06-14 14:12:43,22,23
2017-06-14 14:07:43,17,19
2017-06-14 14:02:43,16,17
2017-06-14 13:57:43,18,19
