Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-07-13 12:43:35
Time span: 2017-07-12 19:43:31 to 2017-07-13 19:43:31

Time Point,Pm 2.5,Pm 10
2017-07-13 19:39:17,24,28
2017-07-13 19:34:16,19,21
2017-07-13 19:29:17,20,22
2017-07-13 19:24:17,23,24
2017-07-13 19:19:17,20,21
2017-07-13 19:14:17,25,26
2017-07-13 19:09:17,20,21
2017-07-13 19:04:17,26,26
2017-07-13 18:59:17,35,37
2017-07-13 18:54:17,25,26
2017-07-13 18:49:17,31,32
2017-07-13 18:44:17,23,24
2017-07-13 18:39:17,23,24
2017-07-13 18:34:16,23,24
2017-07-13 18:29:17,27,27
2017-07-13 18:24:17,21,21
2017-07-13 18:19:17,24,25
2017-07-13 18:14:17,30,31
2017-07-13 18:09:17,19,19
2017-07-13 18:04:17,17,17
2017-07-13 17:59:17,26,28
2017-07-13 17:54:17,18,20
2017-07-13 17:49:17,19,19
2017-07-13 17:44:17,18,18
2017-07-13 17:39:17,18,21
2017-07-13 17:34:16,12,12
2017-07-13 17:29:17,13,15
2017-07-13 17:24:17,16,16
2017-07-13 17:19:17,21,22
2017-07-13 17:14:17,24,26
2017-07-13 17:09:17,17,18
2017-07-13 17:04:17,17,19
2017-07-13 16:59:17,14,15
2017-07-13 16:54:17,16,16
2017-07-13 16:49:17,10,11
2017-07-13 16:44:17,14,15
2017-07-13 16:39:17,16,16
2017-07-13 16:34:16,19,19
2017-07-13 16:29:18,13,13
2017-07-13 16:24:18,17,18
2017-07-13 16:19:18,12,12
2017-07-13 16:14:18,16,16
2017-07-13 16:09:20,19,19
2017-07-13 16:04:18,11,10
2017-07-13 15:59:16,29,30
2017-07-13 15:54:18,76,79
2017-07-13 15:49:19,18,20
2017-07-13 15:44:18,14,15
2017-07-13 15:39:18,16,18
2017-07-13 15:34:17,12,11
2017-07-13 15:29:18,12,11
2017-07-13 15:24:19,12,12
2017-07-13 15:19:18,15,16
2017-07-13 15:14:18,14,15
2017-07-13 15:09:18,13,13
2017-07-13 15:04:18,12,12
2017-07-13 14:59:19,12,12
2017-07-13 14:54:18,10,9
2017-07-13 14:49:18,20,21
