Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-18 06:40:57
Time span: 2017-06-17 13:40:56 to 2017-06-18 13:40:56

Time Point,Pm 2.5,Pm 10
2017-06-18 13:39:23,25,27
2017-06-18 13:34:24,18,19
2017-06-18 13:29:24,14,14
2017-06-18 13:24:24,12,12
2017-06-18 13:19:24,12,11
2017-06-18 13:14:24,21,24
2017-06-18 13:09:24,19,21
2017-06-18 13:04:24,20,21
2017-06-18 12:59:25,27,28
2017-06-18 12:54:23,28,29
2017-06-18 12:49:25,26,26
2017-06-18 12:44:23,24,27
2017-06-18 12:39:24,20,22
2017-06-18 12:34:24,20,21
2017-06-18 12:29:24,23,24
2017-06-18 12:24:24,23,24
2017-06-18 12:19:25,26,29
2017-06-18 12:14:24,25,25
2017-06-18 12:09:23,22,23
2017-06-18 12:04:24,24,25
2017-06-18 11:59:24,26,28
2017-06-18 11:54:23,26,27
2017-06-18 11:49:25,27,29
2017-06-18 11:44:24,26,29
2017-06-18 11:39:23,24,25
2017-06-18 11:34:24,27,27
2017-06-18 11:29:24,25,25
2017-06-18 11:24:25,26,29
2017-06-18 11:19:24,26,27
2017-06-18 11:14:23,27,28
2017-06-18 10:34:24,30,31
2017-06-18 10:29:24,28,29
2017-06-18 10:24:23,28,29
2017-06-18 10:19:23,30,31
2017-06-18 10:09:23,33,36
2017-06-18 10:04:25,25,27
2017-06-18 09:59:24,28,29
2017-06-18 09:54:23,28,30
2017-06-18 09:49:24,26,27
2017-06-18 09:44:24,29,32
2017-06-18 09:39:23,24,26
2017-06-18 09:34:25,30,31
2017-06-18 09:29:25,30,32
2017-06-18 09:24:25,23,25
2017-06-18 09:19:25,28,30
2017-06-18 09:14:25,25,27
2017-06-18 09:09:25,28,30
2017-06-18 09:04:25,27,27
2017-06-18 08:59:25,29,33
2017-06-18 08:54:24,31,34
2017-06-18 08:49:25,31,31
2017-06-18 08:44:25,30,31
2017-06-18 08:39:25,29,31
2017-06-18 08:34:24,29,31
2017-06-18 08:29:25,35,38
2017-06-18 08:24:25,30,32
2017-06-18 08:19:25,32,35
2017-06-18 08:14:25,33,37
2017-06-18 08:09:25,33,36
2017-06-18 08:04:24,31,32
2017-06-18 07:59:25,30,30
2017-06-18 07:51:47,36,37
2017-06-18 07:46:46,38,39
2017-06-18 07:41:48,37,40
2017-06-18 07:36:47,28,31
2017-06-18 07:31:46,25,26
2017-06-18 07:26:47,25,28
2017-06-18 07:21:47,26,31
2017-06-18 07:16:48,21,21
2017-06-18 07:11:49,24,25
