Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-19 10:24:32
Time span: 2017-06-18 17:24:31 to 2017-06-19 17:24:31

Time Point,Pm 2.5,Pm 10
2017-06-19 17:24:17,19,21
2017-06-19 17:19:17,14,15
2017-06-19 17:14:17,17,19
2017-06-19 17:09:18,13,14
2017-06-19 17:04:16,17,17
2017-06-19 16:59:17,16,17
2017-06-19 16:54:17,17,18
2017-06-19 16:49:17,19,20
2017-06-19 16:39:16,13,15
2017-06-19 16:34:17,17,18
2017-06-19 16:29:16,24,25
2017-06-19 16:24:17,23,25
2017-06-19 16:19:17,17,17
2017-06-19 16:14:17,20,21
2017-06-19 16:09:17,19,19
2017-06-19 16:04:17,21,21
2017-06-19 15:59:17,20,21
2017-06-19 15:54:16,21,23
2017-06-19 15:49:17,16,17
2017-06-19 15:44:17,20,21
2017-06-19 15:39:17,22,23
2017-06-19 15:34:17,16,16
2017-06-19 15:29:17,22,22
2017-06-19 15:24:17,26,27
2017-06-19 15:19:17,26,29
2017-06-19 15:14:17,21,21
2017-06-19 15:09:17,20,22
2017-06-19 15:04:17,16,16
2017-06-19 14:59:18,15,15
2017-06-19 14:54:16,14,15
2017-06-19 14:49:18,15,15
2017-06-19 14:44:18,17,17
2017-06-19 14:39:18,23,23
2017-06-19 14:34:18,18,19
2017-06-19 14:29:18,14,14
2017-06-19 14:24:18,15,16
2017-06-19 14:19:18,23,24
2017-06-19 14:14:18,15,15
2017-06-19 14:09:18,20,21
2017-06-19 14:04:18,20,21
2017-06-19 13:59:18,19,21
2017-06-19 13:54:16,17,17
2017-06-19 13:49:18,12,13
2017-06-19 13:44:18,16,16
2017-06-19 13:39:20,15,16
2017-06-19 13:34:18,13,15
2017-06-19 13:29:20,16,16
2017-06-19 13:24:18,18,21
2017-06-19 13:19:18,23,27
2017-06-19 13:14:19,22,22
2017-06-19 13:09:18,20,20
2017-06-19 13:04:18,18,20
2017-06-19 12:59:18,23,24
2017-06-19 12:54:17,18,18
2017-06-19 12:49:18,17,18
2017-06-19 12:39:18,17,18
2017-06-19 12:34:17,18,18
2017-06-19 12:09:18,16,17
2017-06-19 12:04:17,22,23
2017-06-19 11:59:17,18,19
2017-06-19 11:54:17,22,24
2017-06-19 11:49:19,21,22
2017-06-19 11:44:18,22,23
2017-06-19 11:39:19,19,19
2017-06-19 11:34:18,24,24
2017-06-19 11:29:18,20,21
2017-06-19 11:24:18,18,19
2017-06-19 11:19:18,16,16
2017-06-19 11:14:19,17,17
2017-06-19 11:09:18,22,23
2017-06-19 11:04:20,23,26
2017-06-19 10:59:19,22,22
2017-06-19 10:54:17,20,21
2017-06-19 10:49:18,26,26
2017-06-19 10:44:19,21,21
2017-06-19 10:39:19,20,21
2017-06-19 10:34:19,17,18
2017-06-19 10:29:18,24,26
2017-06-19 10:24:17,23,25
2017-06-19 10:19:19,21,22
2017-06-19 10:14:19,27,29
2017-06-19 10:09:19,19,20
2017-06-19 10:04:19,34,35
2017-06-19 09:59:19,23,24
2017-06-19 09:54:17,28,30
2017-06-19 09:49:19,29,31
2017-06-19 09:44:19,29,30
2017-06-19 09:39:19,31,32
2017-06-19 09:34:19,31,32
2017-06-19 09:29:19,39,41
2017-06-19 09:24:19,43,46
2017-06-19 09:19:19,35,37
2017-06-19 09:14:19,31,31
2017-06-19 09:09:19,43,43
2017-06-19 09:04:19,37,38
2017-06-19 08:59:19,41,44
2017-06-19 08:54:38,37,39
2017-06-19 08:49:39,42,47
2017-06-19 08:44:38,48,50
2017-06-19 08:39:38,39,45
2017-06-19 08:34:38,41,44
2017-06-19 08:29:38,35,35
2017-06-19 08:24:37,41,46
2017-06-19 08:19:37,47,50
2017-06-19 08:14:37,42,43
2017-06-19 08:09:36,48,48
2017-06-19 08:04:36,45,47
2017-06-19 07:59:34,44,45
2017-06-19 07:54:34,74,76
2017-06-19 07:49:35,43,46
2017-06-19 07:44:35,55,58
2017-06-19 07:39:35,52,55
2017-06-19 07:34:34,44,47
2017-06-19 07:29:34,66,72
2017-06-19 07:24:34,34,35
2017-06-19 07:19:33,43,46
2017-06-19 07:14:33,45,50
2017-06-19 07:09:33,41,43
2017-06-19 07:04:33,38,38
2017-06-19 06:59:32,43,45
2017-06-19 06:54:31,36,39
2017-06-19 06:49:32,35,37
2017-06-19 06:44:31,36,38
2017-06-19 06:39:31,37,38
2017-06-19 06:34:31,34,35
2017-06-19 06:29:31,38,42
2017-06-19 06:24:30,36,40
2017-06-19 06:19:30,44,48
2017-06-19 06:14:30,31,31
2017-06-19 06:09:30,31,32
2017-06-19 06:04:29,32,32
2017-06-19 05:59:28,27,29
2017-06-19 05:54:27,30,31
2017-06-19 05:49:28,28,28
2017-06-19 05:44:28,33,36
2017-06-19 05:39:28,32,33
2017-06-19 05:34:28,31,33
2017-06-19 05:29:27,33,36
2017-06-19 05:24:27,32,32
2017-06-19 05:19:27,32,32
2017-06-19 05:14:27,36,39
2017-06-19 05:09:26,38,40
2017-06-19 05:04:26,31,32
2017-06-19 04:59:26,34,35
2017-06-19 04:54:24,34,36
2017-06-19 04:49:25,31,33
2017-06-19 04:44:25,30,31
2017-06-19 04:39:24,35,36
2017-06-19 04:34:24,32,32
2017-06-19 04:29:24,38,40
2017-06-19 04:24:24,34,37
2017-06-19 04:19:23,36,39
2017-06-19 04:14:23,38,40
2017-06-19 04:09:23,39,41
2017-06-19 04:04:22,42,45
2017-06-19 03:59:22,43,45
2017-06-19 03:54:21,36,41
2017-06-19 03:49:22,40,44
2017-06-19 03:44:21,36,37
2017-06-19 03:39:21,34,37
2017-06-19 03:34:21,37,41
2017-06-19 03:29:21,42,44
2017-06-19 03:24:20,44,45
2017-06-19 03:19:20,34,37
2017-06-19 03:14:20,41,45
2017-06-19 03:09:20,42,46
