Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-07-01 12:26:00
Time span: 2017-06-30 19:25:59 to 2017-07-01 19:25:59

Time Point,Pm 2.5,Pm 10
2017-07-01 19:22:14,22,24
2017-07-01 19:17:14,27,28
2017-07-01 19:12:17,23,24
2017-07-01 19:07:15,23,23
2017-07-01 19:02:14,20,21
2017-07-01 18:57:14,20,21
2017-07-01 18:52:15,18,20
2017-07-01 18:47:14,18,18
2017-07-01 18:42:15,21,23
2017-07-01 18:37:15,18,19
2017-07-01 18:32:14,20,22
2017-07-01 18:27:14,18,18
2017-07-01 18:22:14,18,18
2017-07-01 18:17:14,19,19
2017-07-01 18:12:14,30,33
2017-07-01 18:07:14,20,21
2017-07-01 18:02:29,16,17
2017-07-01 17:57:14,17,17
2017-07-01 17:52:14,18,18
2017-07-01 17:47:14,17,19
2017-07-01 17:42:18,16,19
2017-07-01 17:37:14,18,19
2017-07-01 17:32:14,17,18
2017-07-01 17:27:15,14,15
2017-07-01 17:22:15,20,20
2017-07-01 17:17:13,16,17
2017-07-01 17:12:15,17,17
2017-07-01 17:07:15,17,17
2017-07-01 17:02:14,15,16
2017-07-01 16:57:15,18,18
2017-07-01 16:52:15,16,16
2017-07-01 16:47:15,14,14
2017-07-01 16:42:15,15,16
2017-07-01 16:37:13,17,18
2017-07-01 16:32:15,16,16
2017-07-01 16:27:27,15,16
2017-07-01 16:22:15,21,21
2017-07-01 16:17:14,20,21
2017-07-01 16:12:15,15,15
2017-07-01 16:07:15,15,16
2017-07-01 16:02:15,12,13
2017-07-01 15:57:15,14,14
2017-07-01 15:52:15,13,13
2017-07-01 15:47:15,13,13
2017-07-01 15:42:15,15,15
2017-07-01 15:37:15,15,16
2017-07-01 15:32:15,15,16
2017-07-01 15:27:15,12,12
2017-07-01 15:22:17,11,12
2017-07-01 15:17:14,16,16
2017-07-01 15:12:15,12,12
2017-07-01 15:07:15,12,15
2017-07-01 15:02:15,15,16
2017-07-01 14:57:15,13,13
2017-07-01 14:52:15,15,16
2017-07-01 14:47:15,18,19
2017-07-01 14:42:15,18,19
2017-07-01 14:37:14,14,14
2017-07-01 14:32:15,14,14
2017-07-01 14:27:15,13,14
2017-07-01 14:22:15,14,14
2017-07-01 14:17:14,12,12
2017-07-01 14:12:15,11,10
2017-07-01 14:07:15,11,12
2017-07-01 14:02:15,17,17
2017-07-01 13:57:15,13,14
2017-07-01 13:52:15,12,12
2017-07-01 13:47:19,12,11
2017-07-01 13:42:15,12,11
2017-07-01 13:37:16,10,9
2017-07-01 13:32:18,13,13
2017-07-01 13:27:16,12,13
2017-07-01 13:22:16,12,15
2017-07-01 13:17:15,16,16
2017-07-01 13:12:16,12,12
2017-07-01 13:07:17,13,14
2017-07-01 13:02:15,13,14
2017-07-01 12:57:15,11,10
2017-07-01 12:52:16,13,13
2017-07-01 12:47:16,12,12
2017-07-01 12:42:16,16,16
2017-07-01 12:37:19,18,18
2017-07-01 12:32:16,13,14
2017-07-01 12:27:16,15,15
2017-07-01 12:22:16,12,13
2017-07-01 12:17:15,18,20
2017-07-01 12:12:16,20,21
2017-07-01 12:07:16,14,15
2017-07-01 12:02:16,14,14
2017-07-01 11:57:16,16,17
2017-07-01 11:52:16,18,19
2017-07-01 11:47:16,16,16
2017-07-01 11:42:16,20,20
2017-07-01 11:37:18,18,19
2017-07-01 11:32:19,23,24
2017-07-01 11:27:16,15,15
2017-07-01 11:22:16,22,23
2017-07-01 11:17:15,16,16
2017-07-01 11:12:16,20,21
2017-07-01 11:07:16,16,20
2017-07-01 11:02:16,18,19
2017-07-01 10:57:16,23,25
2017-07-01 10:52:16,28,29
2017-07-01 10:47:16,21,24
2017-07-01 10:42:16,18,19
2017-07-01 10:37:16,20,21
2017-07-01 10:32:16,18,20
2017-07-01 10:27:16,17,18
2017-07-01 10:22:16,18,20
2017-07-01 10:17:15,22,25
2017-07-01 10:12:16,23,24
2017-07-01 10:07:16,24,26
2017-07-01 10:02:15,32,33
2017-07-01 09:57:15,25,26
2017-07-01 09:52:15,25,25
2017-07-01 09:47:15,26,27
2017-07-01 09:42:15,29,30
2017-07-01 09:37:16,27,27
2017-07-01 09:32:17,28,29
2017-07-01 09:27:17,26,28
2017-07-01 09:22:16,26,27
2017-07-01 09:17:15,30,32
2017-07-01 09:12:16,31,31
2017-07-01 09:07:16,34,35
2017-07-01 09:02:16,39,39
2017-07-01 08:57:17,31,31
2017-07-01 08:52:17,31,34
2017-07-01 08:47:17,35,36
2017-07-01 08:42:17,29,29
2017-07-01 08:37:17,37,39
2017-07-01 08:32:17,36,37
2017-07-01 08:27:17,29,31
2017-07-01 08:22:17,31,33
2017-07-01 08:17:16,26,31
2017-07-01 08:12:17,24,25
2017-07-01 08:07:17,26,28
2017-07-01 08:02:17,24,26
2017-07-01 07:57:17,24,25
2017-07-01 07:52:17,24,24
2017-07-01 07:47:17,29,30
2017-07-01 07:42:17,29,31
2017-07-01 07:37:17,27,28
2017-07-01 07:32:17,28,32
2017-07-01 07:27:17,28,29
2017-07-01 07:22:17,26,27
2017-07-01 07:17:16,31,31
2017-07-01 07:12:17,25,25
2017-07-01 07:07:17,26,27
2017-07-01 07:02:17,21,22
2017-07-01 06:57:19,25,28
2017-07-01 06:52:17,22,23
2017-07-01 06:47:17,25,25
2017-07-01 06:42:17,25,26
2017-07-01 06:37:17,25,27
2017-07-01 06:32:17,26,27
2017-07-01 06:27:17,28,30
2017-07-01 06:22:17,27,29
2017-07-01 06:17:16,26,27
2017-07-01 06:12:17,31,32
2017-07-01 06:07:17,28,29
2017-07-01 06:02:17,29,34
2017-07-01 05:57:17,43,44
2017-07-01 05:52:17,35,37
2017-07-01 05:47:17,25,26
2017-07-01 05:42:17,32,35
2017-07-01 05:37:17,20,21
2017-07-01 05:32:17,21,23
2017-07-01 05:27:17,26,27
2017-07-01 05:22:18,22,24
2017-07-01 05:17:17,23,23
2017-07-01 05:12:17,22,22
2017-07-01 05:07:17,19,20
2017-07-01 05:02:17,20,20
2017-07-01 04:57:18,24,24
2017-07-01 04:52:17,20,21
2017-07-01 04:47:18,24,27
2017-07-01 04:42:18,22,22
2017-07-01 04:37:18,22,25
2017-07-01 04:32:18,22,22
2017-07-01 04:27:18,24,26
2017-07-01 04:22:18,25,26
2017-07-01 04:17:16,23,23
2017-07-01 04:12:18,25,26
2017-07-01 04:07:18,25,26
2017-07-01 04:02:18,22,22
2017-07-01 03:57:18,24,25
2017-07-01 03:52:18,30,32
2017-07-01 03:47:18,25,26
2017-07-01 03:42:19,24,27
2017-07-01 03:37:18,24,25
2017-07-01 03:32:18,29,29
2017-07-01 03:27:18,25,25
2017-07-01 03:22:18,26,26
2017-07-01 03:17:18,25,25
2017-07-01 03:12:18,25,25
2017-07-01 03:07:18,22,22
2017-07-01 03:02:18,22,24
