Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-07-08 11:10:12
Time span: 2017-07-07 18:10:11 to 2017-07-08 18:10:11

Time Point,Pm 2.5,Pm 10
2017-07-08 18:09:46,27,27
2017-07-08 18:04:46,28,28
2017-07-08 17:59:46,26,27
2017-07-08 17:54:46,21,23
2017-07-08 17:49:46,22,22
2017-07-08 17:44:46,20,21
2017-07-08 17:39:46,18,20
2017-07-08 17:34:46,19,19
2017-07-08 17:29:45,21,21
2017-07-08 17:24:46,17,18
2017-07-08 17:19:46,31,33
2017-07-08 17:14:46,23,25
2017-07-08 17:09:46,22,22
2017-07-08 17:04:46,21,21
2017-07-08 16:59:46,23,24
2017-07-08 16:54:46,23,24
2017-07-08 16:49:47,27,28
2017-07-08 16:44:46,24,25
2017-07-08 16:39:46,21,22
2017-07-08 16:34:46,21,22
2017-07-08 16:29:45,18,19
2017-07-08 16:24:46,18,18
2017-07-08 16:19:47,20,20
2017-07-08 16:14:47,15,15
2017-07-08 16:09:47,14,17
2017-07-08 16:04:47,20,21
2017-07-08 15:59:47,16,17
2017-07-08 15:54:46,17,18
2017-07-08 15:49:47,10,10
2017-07-08 15:44:47,12,11
2017-07-08 15:39:47,19,21
2017-07-08 15:34:46,14,15
2017-07-08 15:29:47,14,14
2017-07-08 15:24:47,11,10
2017-07-08 15:19:47,16,17
2017-07-08 15:14:47,17,18
2017-07-08 15:09:47,15,15
2017-07-08 15:04:47,19,19
2017-07-08 14:59:47,28,28
2017-07-08 14:54:47,15,16
2017-07-08 14:49:47,12,13
2017-07-08 14:44:47,21,23
2017-07-08 14:39:47,19,20
2017-07-08 14:34:47,18,19
2017-07-08 14:29:47,18,18
2017-07-08 14:24:47,11,11
2017-07-08 14:19:47,16,16
2017-07-08 14:14:47,33,37
2017-07-08 14:09:47,17,18
2017-07-08 14:04:47,17,19
2017-07-08 13:59:47,31,32
2017-07-08 13:54:47,40,41
2017-07-08 13:49:47,14,16
2017-07-08 13:44:47,15,15
2017-07-08 13:39:47,18,19
2017-07-08 13:34:47,12,13
2017-07-08 13:29:47,23,23
2017-07-08 13:24:47,13,13
2017-07-08 13:19:47,13,13
2017-07-08 13:14:47,16,16
2017-07-08 13:09:47,16,17
2017-07-08 13:04:48,12,12
2017-07-08 12:59:47,19,21
2017-07-08 12:54:47,12,13
2017-07-08 12:49:47,14,14
2017-07-08 12:44:47,13,14
2017-07-08 12:39:47,11,10
2017-07-08 12:34:47,12,12
2017-07-08 12:29:47,9,10
2017-07-08 12:24:47,16,16
2017-07-08 12:19:47,12,12
2017-07-08 12:14:48,15,15
2017-07-08 12:09:48,11,11
2017-07-08 12:04:48,11,10
2017-07-08 11:59:47,19,19
2017-07-08 11:54:48,13,14
2017-07-08 11:49:48,11,11
2017-07-08 11:44:48,12,12
2017-07-08 11:39:47,14,14
2017-07-08 11:19:00,24,26
2017-07-08 11:14:00,17,17
2017-07-08 11:09:00,21,21
2017-07-08 11:04:00,21,22
2017-07-08 10:59:00,27,27
2017-07-08 10:54:00,24,25
2017-07-08 10:49:00,22,24
2017-07-08 10:44:00,18,19
2017-07-08 10:39:00,21,21
2017-07-08 10:34:00,21,22
2017-07-08 10:29:00,23,23
2017-07-08 10:24:00,22,25
2017-07-08 10:19:01,23,23
2017-07-08 10:14:00,22,23
2017-07-08 10:09:00,29,32
2017-07-08 10:04:00,31,31
2017-07-08 09:59:00,32,36
2017-07-08 09:54:00,33,34
2017-07-08 09:49:00,19,20
2017-07-08 09:44:00,24,26
2017-07-08 09:39:00,28,28
2017-07-08 09:34:01,22,23
2017-07-08 09:29:01,33,35
2017-07-08 09:24:00,27,28
2017-07-08 09:19:01,24,24
2017-07-08 09:14:00,32,33
2017-07-08 09:09:01,31,35
2017-07-08 09:04:00,20,21
2017-07-08 08:59:01,24,25
2017-07-08 08:54:01,26,28
2017-07-08 08:49:01,18,19
2017-07-08 08:44:01,22,24
2017-07-08 08:39:01,23,23
2017-07-08 08:34:01,19,21
2017-07-08 08:29:03,24,25
2017-07-08 08:24:01,30,32
2017-07-08 08:19:01,23,24
2017-07-08 08:14:01,24,24
2017-07-08 08:09:01,21,22
2017-07-08 08:04:01,31,33
2017-07-08 07:59:01,29,29
2017-07-08 07:54:01,29,31
2017-07-08 07:49:01,33,35
2017-07-08 07:44:02,36,36
2017-07-08 07:39:01,30,33
2017-07-08 07:34:01,27,28
2017-07-08 07:29:01,28,29
2017-07-08 07:24:01,30,32
2017-07-08 07:19:03,27,29
2017-07-08 07:14:01,31,34
2017-07-08 07:09:01,28,29
2017-07-08 07:04:01,31,31
2017-07-08 06:59:01,34,37
2017-07-08 06:54:01,28,29
2017-07-08 06:49:01,28,29
2017-07-08 06:44:02,34,36
2017-07-08 06:39:01,35,37
2017-07-08 06:34:01,38,39
2017-07-08 06:29:01,31,31
2017-07-08 06:24:01,29,30
2017-07-08 06:19:02,33,36
2017-07-08 06:14:01,32,32
2017-07-08 06:09:01,35,37
2017-07-08 06:04:01,38,41
2017-07-08 05:59:01,29,31
2017-07-08 05:54:02,36,38
2017-07-08 05:49:01,30,32
2017-07-08 05:44:01,29,32
2017-07-08 05:39:01,32,32
2017-07-08 05:34:01,27,31
2017-07-08 05:29:02,29,30
2017-07-08 05:24:01,34,34
2017-07-08 05:19:01,25,25
2017-07-08 05:14:01,28,30
2017-07-08 05:09:01,23,24
2017-07-08 05:04:01,19,22
2017-07-08 04:59:02,24,28
2017-07-08 04:54:02,23,26
2017-07-08 04:49:04,26,27
2017-07-08 04:44:01,24,26
2017-07-08 04:39:01,19,21
2017-07-08 04:34:02,19,19
2017-07-08 04:29:02,22,22
2017-07-08 04:24:02,21,22
2017-07-08 04:19:02,21,24
2017-07-08 04:14:02,22,22
2017-07-08 04:09:02,20,20
2017-07-08 04:04:02,19,19
2017-07-08 03:59:02,20,20
2017-07-08 03:54:02,23,24
2017-07-08 03:49:02,19,21
2017-07-08 03:44:02,22,23
2017-07-08 03:39:03,17,18
2017-07-08 03:34:02,17,18
2017-07-08 03:29:02,17,17
2017-07-08 03:24:02,15,15
2017-07-08 03:19:02,14,14
2017-07-08 03:14:03,17,18
2017-07-08 03:09:02,16,17
2017-07-08 03:04:02,16,18
2017-07-08 02:59:02,16,17
2017-07-08 02:54:02,18,18
2017-07-08 02:49:03,18,19
2017-07-08 02:44:02,18,19
2017-07-08 02:39:02,20,20
2017-07-08 02:34:02,22,23
2017-07-08 02:29:02,24,24
2017-07-08 02:24:03,22,22
2017-07-08 02:19:02,23,24
2017-07-08 02:14:03,23,24
2017-07-08 02:09:02,20,21
2017-07-08 02:04:02,18,18
2017-07-08 01:59:02,16,17
2017-07-08 01:54:02,14,14
2017-07-08 01:49:03,14,15
2017-07-08 01:44:02,12,12
2017-07-08 01:39:02,14,14
2017-07-08 01:34:02,13,14
2017-07-08 01:29:02,15,16
2017-07-08 01:24:03,15,15
2017-07-08 01:19:02,16,16
2017-07-08 01:14:02,17,18
2017-07-08 01:04:02,15,16
2017-07-08 00:59:03,14,14
2017-07-08 00:54:03,15,16
2017-07-08 00:49:03,20,20
2017-07-08 00:44:03,16,17
2017-07-08 00:39:03,15,17
2017-07-08 00:34:03,15,17
2017-07-08 00:29:03,14,14
2017-07-08 00:24:03,17,17
2017-07-08 00:19:03,18,19
2017-07-08 00:14:03,15,15
2017-07-08 00:09:03,15,15
2017-07-08 00:04:03,13,13
2017-07-07 23:59:03,17,17
2017-07-07 23:54:03,15,15
2017-07-07 23:49:03,17,18
2017-07-07 23:44:03,16,16
2017-07-07 23:39:03,16,16
2017-07-07 23:34:03,12,12
2017-07-07 23:29:03,16,16
2017-07-07 23:24:03,15,16
2017-07-07 23:19:03,13,13
2017-07-07 23:14:03,19,20
2017-07-07 23:09:04,18,18
2017-07-07 23:04:03,21,22
2017-07-07 22:59:03,24,25
2017-07-07 22:54:02,29,29
2017-07-07 22:49:03,25,25
2017-07-07 22:44:03,23,23
2017-07-07 22:39:08,21,22
2017-07-07 22:34:03,22,23
2017-07-07 22:29:03,22,25
2017-07-07 22:24:03,22,23
2017-07-07 22:19:03,23,25
2017-07-07 22:14:03,18,19
2017-07-07 22:09:02,18,20
2017-07-07 22:04:03,19,20
2017-07-07 21:59:03,22,22
2017-07-07 21:54:03,26,26
2017-07-07 21:49:03,23,25
2017-07-07 21:44:03,31,31
2017-07-07 21:39:03,29,29
2017-07-07 21:34:03,24,25
2017-07-07 21:29:03,32,33
2017-07-07 21:24:03,40,42
2017-07-07 21:19:03,34,35
2017-07-07 21:14:03,38,38
2017-07-07 21:09:03,33,34
2017-07-07 21:04:03,32,33
2017-07-07 20:59:04,46,48
2017-07-07 20:54:04,39,43
2017-07-07 20:49:03,41,45
2017-07-07 20:44:03,43,44
2017-07-07 20:39:03,40,42
2017-07-07 20:34:03,44,47
2017-07-07 20:29:03,41,43
2017-07-07 20:24:02,48,49
2017-07-07 20:19:04,40,43
2017-07-07 20:14:04,43,45
2017-07-07 20:09:04,40,41
