Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-23 09:55:29
Time span: 2017-06-22 16:55:27 to 2017-06-23 16:55:27

Time Point,Pm 2.5,Pm 10
2017-06-23 16:54:57,8,8
2017-06-23 16:49:57,10,10
2017-06-23 16:44:57,12,11
2017-06-23 16:39:58,12,12
2017-06-23 16:34:57,13,13
2017-06-23 16:29:58,9,8
2017-06-23 16:24:58,19,19
2017-06-23 16:19:58,14,14
2017-06-23 16:14:58,12,11
2017-06-23 16:09:58,12,12
2017-06-23 16:04:58,9,8
2017-06-23 15:59:56,14,15
2017-06-23 15:54:58,15,16
2017-06-23 15:49:58,16,16
2017-06-23 15:44:58,17,17
2017-06-23 15:39:58,20,20
2017-06-23 15:34:58,17,17
2017-06-23 15:29:58,14,14
2017-06-23 15:24:58,19,20
2017-06-23 15:19:58,13,13
2017-06-23 15:14:58,15,15
2017-06-23 15:09:58,17,18
2017-06-23 15:04:58,18,19
2017-06-23 14:59:57,16,16
2017-06-23 14:54:58,22,22
2017-06-23 14:49:58,17,18
2017-06-23 14:44:58,14,14
2017-06-23 14:39:59,17,18
2017-06-23 14:34:58,14,14
2017-06-23 14:29:58,8,7
2017-06-23 14:24:58,11,10
2017-06-23 14:19:58,12,12
2017-06-23 14:14:59,12,12
2017-06-23 14:09:58,12,13
2017-06-23 14:04:58,17,18
2017-06-23 14:00:17,15,15
2017-06-23 13:55:18,12,13
2017-06-23 13:50:18,17,17
2017-06-23 13:45:17,18,19
2017-06-23 13:40:17,16,17
2017-06-23 13:35:17,20,20
2017-06-23 13:30:16,27,28
2017-06-23 13:25:16,21,22
2017-06-23 13:20:16,18,20
2017-06-23 13:15:16,16,17
2017-06-23 13:10:15,16,16
2017-06-23 13:05:14,16,17
2017-06-23 13:00:13,21,23
2017-06-23 12:55:14,20,20
2017-06-23 12:50:14,27,29
2017-06-23 12:45:14,26,26
2017-06-23 12:40:14,30,32
2017-06-23 12:35:13,31,31
2017-06-23 12:30:13,23,23
2017-06-23 12:25:13,19,19
2017-06-23 12:20:12,25,26
2017-06-23 12:15:12,29,30
2017-06-23 12:10:12,22,24
2017-06-23 12:05:11,24,24
2017-06-23 12:00:10,29,31
2017-06-23 11:55:11,32,33
2017-06-23 11:50:10,39,40
