Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-20 08:50:13
Time span: 2017-06-19 15:50:11 to 2017-06-20 15:50:11

Time Point,Pm 2.5,Pm 10
2017-06-20 15:49:45,14,14
2017-06-20 15:44:45,13,14
2017-06-20 15:39:45,14,14
2017-06-20 15:34:45,13,13
2017-06-20 15:29:45,12,12
2017-06-20 15:24:46,12,13
2017-06-20 15:19:46,11,10
2017-06-20 15:14:46,12,11
2017-06-20 15:09:46,11,11
2017-06-20 15:04:46,12,13
2017-06-20 14:59:46,16,18
2017-06-20 14:54:46,8,7
2017-06-20 14:49:46,14,15
2017-06-20 14:44:45,18,19
2017-06-20 14:39:46,12,12
2017-06-20 14:34:48,12,13
2017-06-20 14:29:46,12,12
2017-06-20 14:24:46,20,21
2017-06-20 14:19:46,14,15
2017-06-20 14:14:46,16,17
2017-06-20 14:09:47,19,20
2017-06-20 14:04:46,15,15
2017-06-20 13:59:45,14,15
2017-06-20 13:54:46,12,13
2017-06-20 13:49:46,16,16
2017-06-20 13:44:47,14,16
2017-06-20 13:39:46,14,14
2017-06-20 13:34:46,18,19
2017-06-20 13:29:46,15,15
2017-06-20 13:24:46,13,14
2017-06-20 13:19:47,18,20
2017-06-20 13:14:46,16,17
2017-06-20 13:09:46,12,14
2017-06-20 13:04:46,18,18
2017-06-20 12:59:46,20,20
2017-06-20 12:54:46,15,16
2017-06-20 12:49:46,14,14
2017-06-20 12:44:47,17,19
2017-06-20 12:39:46,13,13
2017-06-20 12:34:46,16,17
2017-06-20 12:29:46,13,13
2017-06-20 12:24:47,18,18
2017-06-20 12:19:47,15,15
2017-06-20 12:14:46,16,16
2017-06-20 12:09:46,20,22
2017-06-20 12:05:30,18,18
2017-06-20 11:59:45,17,19
2017-06-20 11:54:46,22,23
2017-06-20 11:49:46,22,24
2017-06-20 11:44:46,26,28
2017-06-20 11:39:46,25,25
2017-06-20 11:34:46,27,27
2017-06-20 11:29:46,27,28
2017-06-20 11:24:47,20,21
2017-06-20 11:19:47,18,18
2017-06-20 11:14:47,21,22
2017-06-20 11:09:47,26,26
2017-06-20 11:04:47,27,28
2017-06-20 10:59:47,21,21
2017-06-20 10:54:47,20,21
2017-06-20 10:49:47,25,26
2017-06-20 10:44:46,23,24
2017-06-20 10:39:48,21,22
2017-06-20 10:34:47,26,26
2017-06-20 10:29:46,22,22
2017-06-20 10:24:47,25,25
2017-06-20 10:19:47,22,22
2017-06-20 10:14:48,32,33
2017-06-20 10:09:47,35,37
2017-06-20 09:59:46,29,31
2017-06-20 09:54:46,46,48
2017-06-20 09:49:47,35,36
2017-06-20 09:44:47,31,33
2017-06-20 09:39:46,24,24
2017-06-20 09:33:28,26,28
2017-06-20 09:28:28,27,31
2017-06-20 09:23:28,32,37
2017-06-20 09:17:55,30,33
2017-06-20 08:50:10,29,29
2017-06-20 08:43:35,33,35
2017-06-20 08:36:52,21,23
2017-06-20 08:26:03,33,35
2017-06-20 08:21:04,26,26
2017-06-20 08:16:03,32,33
2017-06-20 08:11:02,28,29
2017-06-20 07:56:03,36,39
