Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-07-12 11:35:14
Time span: 2017-07-11 18:35:12 to 2017-07-12 18:35:12

Time Point,Pm 2.5,Pm 10
2017-07-12 18:34:21,20,21
2017-07-12 18:29:23,27,28
2017-07-12 18:24:23,25,27
2017-07-12 18:19:23,58,62
2017-07-12 18:14:23,52,52
2017-07-12 18:09:26,40,44
2017-07-12 18:04:23,37,40
2017-07-12 17:59:22,33,35
2017-07-12 17:54:23,22,22
2017-07-12 17:49:23,16,18
2017-07-12 17:44:23,18,18
2017-07-12 17:39:23,15,15
2017-07-12 17:34:22,12,13
2017-07-12 17:29:23,15,16
2017-07-12 17:24:23,21,22
2017-07-12 17:19:23,15,16
2017-07-12 17:14:23,17,18
2017-07-12 17:09:24,20,21
2017-07-12 17:04:23,23,23
2017-07-12 16:59:23,18,20
2017-07-12 16:54:23,16,17
2017-07-12 16:49:25,18,19
2017-07-12 16:44:24,20,20
2017-07-12 16:39:23,17,19
2017-07-12 16:34:22,20,21
2017-07-12 16:29:23,16,16
2017-07-12 16:24:23,19,20
2017-07-12 16:19:23,13,13
2017-07-12 16:14:23,26,26
2017-07-12 16:09:23,21,21
2017-07-12 16:04:24,12,12
2017-07-12 15:59:22,14,15
2017-07-12 15:54:23,16,16
2017-07-12 15:49:27,15,15
2017-07-12 15:44:23,10,9
2017-07-12 15:39:23,20,21
2017-07-12 15:34:22,13,14
2017-07-12 15:29:23,12,13
2017-07-12 15:24:23,9,9
2017-07-12 15:19:24,13,13
2017-07-12 15:14:24,17,18
2017-07-12 15:09:24,11,10
2017-07-12 15:04:24,11,10
2017-07-12 14:59:24,11,11
2017-07-12 14:54:29,12,12
2017-07-12 14:49:24,13,14
2017-07-12 14:44:24,17,18
2017-07-12 14:39:24,48,49
2017-07-12 14:34:23,13,14
2017-07-12 14:29:24,13,14
2017-07-12 14:24:24,14,15
2017-07-12 14:19:24,14,15
2017-07-12 14:14:24,14,14
2017-07-12 14:09:24,10,9
2017-07-12 14:04:24,12,11
2017-07-12 13:59:23,13,13
2017-07-12 13:54:24,11,10
2017-07-12 13:49:24,13,13
2017-07-12 13:44:24,12,12
2017-07-12 13:39:24,14,15
2017-07-12 13:34:23,12,13
2017-07-12 13:29:24,12,11
2017-07-12 13:24:24,11,10
2017-07-12 13:19:24,13,13
2017-07-12 13:14:24,17,18
2017-07-12 13:09:24,16,17
2017-07-12 13:04:24,12,11
2017-07-12 12:59:24,12,13
2017-07-12 12:54:24,13,14
2017-07-12 12:49:24,16,16
2017-07-12 12:44:24,16,17
2017-07-12 12:39:24,15,16
2017-07-12 12:34:23,12,12
2017-07-12 12:29:29,15,16
2017-07-12 12:24:24,14,16
2017-07-12 12:19:24,15,16
2017-07-12 12:14:24,14,14
2017-07-12 12:09:24,15,15
2017-07-12 12:04:24,17,19
2017-07-12 11:59:24,14,14
2017-07-12 11:54:25,15,17
2017-07-12 11:49:25,13,15
2017-07-12 11:44:29,19,20
2017-07-12 11:39:25,14,14
2017-07-12 11:34:25,12,12
2017-07-12 11:29:25,14,17
2017-07-12 11:24:25,14,14
2017-07-12 11:19:25,22,23
2017-07-12 11:14:25,13,15
2017-07-12 11:09:25,18,20
2017-07-12 11:04:25,19,19
2017-07-12 10:59:25,22,23
2017-07-12 10:54:25,26,27
2017-07-12 10:49:25,20,21
2017-07-12 10:44:25,27,30
2017-07-12 10:39:25,33,34
2017-07-12 10:34:25,36,38
2017-07-12 10:29:25,28,29
2017-07-12 10:24:25,27,31
2017-07-12 10:19:25,19,21
2017-07-12 10:14:25,19,20
2017-07-12 10:09:25,17,18
2017-07-12 10:04:25,19,21
2017-07-12 09:59:24,23,24
2017-07-12 09:54:25,23,23
2017-07-12 09:49:25,27,29
2017-07-12 09:44:25,24,25
2017-07-12 09:39:25,24,25
2017-07-12 09:34:25,23,24
2017-07-12 09:29:25,20,20
2017-07-12 09:24:25,21,21
2017-07-12 09:19:25,22,24
2017-07-12 09:14:25,24,24
2017-07-12 09:09:25,20,21
2017-07-12 09:04:25,23,25
2017-07-12 08:59:25,25,26
2017-07-12 08:54:25,20,21
2017-07-12 08:49:25,28,29
2017-07-12 08:44:25,23,25
2017-07-12 08:39:25,21,21
2017-07-12 08:34:25,21,22
2017-07-12 08:29:25,21,22
2017-07-12 08:24:25,20,20
2017-07-12 08:19:25,16,16
2017-07-12 08:14:25,21,21
2017-07-12 08:09:27,18,18
2017-07-12 08:04:25,18,19
2017-07-12 07:59:24,20,21
2017-07-12 07:54:25,22,22
2017-07-12 07:49:25,19,19
2017-07-12 07:44:25,21,23
2017-07-12 07:39:25,21,23
2017-07-12 07:34:25,19,19
2017-07-12 07:29:26,21,22
2017-07-12 07:24:25,20,20
2017-07-12 07:19:26,17,17
2017-07-12 07:14:25,17,18
2017-07-12 07:09:26,14,14
2017-07-12 07:04:26,16,18
2017-07-12 06:59:26,17,17
2017-07-12 06:54:26,18,19
2017-07-12 06:49:26,18,18
2017-07-12 06:44:26,17,17
2017-07-12 06:39:26,12,13
2017-07-12 06:34:26,11,11
2017-07-12 06:29:26,13,14
2017-07-12 06:24:26,12,13
2017-07-12 06:19:26,12,12
2017-07-12 06:14:26,12,12
2017-07-12 06:09:26,12,12
2017-07-12 06:04:26,15,15
2017-07-12 05:59:25,13,14
2017-07-12 05:54:26,12,13
2017-07-12 05:49:26,16,17
2017-07-12 05:44:26,13,13
2017-07-12 05:39:26,12,13
2017-07-12 05:34:26,8,8
2017-07-12 05:29:26,12,12
2017-07-12 05:24:26,8,7
2017-07-12 05:19:26,10,9
2017-07-12 05:14:26,9,8
2017-07-12 05:09:26,12,12
2017-07-12 05:04:26,11,10
2017-07-12 04:59:26,9,8
2017-07-12 04:54:26,12,12
2017-07-12 04:49:28,12,12
2017-07-12 04:44:26,13,14
2017-07-12 04:39:26,12,12
2017-07-12 04:34:26,13,13
2017-07-12 04:29:26,12,11
2017-07-12 04:24:26,12,11
2017-07-12 04:19:26,11,11
2017-07-12 04:14:26,10,10
2017-07-12 04:09:26,7,6
2017-07-12 04:04:26,20,20
2017-07-12 03:59:25,8,8
2017-07-12 03:54:26,8,7
2017-07-12 03:49:26,8,7
2017-07-12 03:44:26,7,6
2017-07-12 03:39:26,9,9
2017-07-12 03:34:26,7,6
2017-07-12 03:29:26,6,6
2017-07-12 03:24:26,7,7
2017-07-12 03:19:26,8,8
2017-07-12 03:14:27,9,8
2017-07-12 03:09:27,8,7
2017-07-12 03:04:27,8,7
2017-07-12 02:59:26,7,6
2017-07-12 02:54:26,9,8
2017-07-12 02:49:26,7,8
2017-07-12 02:44:26,10,9
2017-07-12 02:39:26,12,14
2017-07-12 02:34:27,9,10
2017-07-12 02:29:27,11,10
2017-07-12 02:24:28,10,10
2017-07-12 02:19:27,10,10
