Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-17 07:39:38
Time span: 2017-06-16 14:39:37 to 2017-06-17 14:39:37

Time Point,Pm 2.5,Pm 10
2017-06-17 14:37:26,37,37
2017-06-17 14:32:26,35,38
2017-06-17 14:27:27,35,36
2017-06-17 14:22:26,37,39
2017-06-17 14:17:26,41,44
2017-06-17 14:12:26,43,43
2017-06-17 14:07:25,43,45
2017-06-17 14:02:26,40,42
2017-06-17 13:57:26,40,42
2017-06-17 13:52:24,39,41
2017-06-17 13:47:26,46,48
2017-06-17 13:42:26,37,40
2017-06-17 13:37:26,40,43
2017-06-17 13:32:26,39,41
2017-06-17 13:27:26,34,36
2017-06-17 13:22:26,39,40
2017-06-17 13:17:26,37,39
2017-06-17 13:12:26,30,31
2017-06-17 13:07:28,39,43
2017-06-17 13:02:26,35,36
2017-06-17 12:57:26,34,36
2017-06-17 12:52:25,33,35
2017-06-17 12:47:26,37,40
2017-06-17 12:42:26,45,46
2017-06-17 12:37:26,32,35
2017-06-17 12:32:26,26,27
2017-06-17 12:27:26,38,40
2017-06-17 12:22:26,39,41
2017-06-17 12:17:33,36,37
2017-06-17 12:12:26,36,41
2017-06-17 12:07:26,35,36
2017-06-17 12:02:26,30,30
2017-06-17 11:57:26,30,32
2017-06-17 11:52:26,37,40
2017-06-17 11:47:26,43,47
2017-06-17 11:42:26,38,40
2017-06-17 11:37:26,39,41
2017-06-17 11:32:26,43,46
2017-06-17 11:27:26,33,35
2017-06-17 11:22:26,35,35
2017-06-17 11:17:26,34,35
2017-06-17 11:12:26,39,39
2017-06-17 11:07:26,57,60
2017-06-17 11:02:26,46,50
2017-06-17 10:57:26,51,55
2017-06-17 10:52:25,39,43
2017-06-17 10:47:27,54,55
2017-06-17 10:42:27,63,71
2017-06-17 10:37:26,69,70
2017-06-17 10:32:27,60,62
2017-06-17 10:27:27,88,95
2017-06-17 10:22:27,34,35
2017-06-17 10:17:27,42,46
2017-06-17 10:12:27,45,48
2017-06-17 10:07:27,45,49
2017-06-17 10:02:27,65,68
2017-06-17 09:57:27,37,38
2017-06-17 09:52:26,37,39
2017-06-17 09:47:27,32,33
2017-06-17 09:42:27,32,33
2017-06-17 09:37:27,36,40
2017-06-17 09:32:27,36,39
2017-06-17 09:27:27,34,36
2017-06-17 09:22:27,35,37
2017-06-17 09:17:27,32,35
2017-06-17 09:12:27,33,34
2017-06-17 09:07:27,32,34
2017-06-17 09:02:27,30,32
2017-06-17 08:57:27,33,33
2017-06-17 08:52:26,31,33
2017-06-17 08:47:27,36,38
2017-06-17 08:42:27,32,34
2017-06-17 08:37:27,33,36
2017-06-17 08:32:27,29,30
2017-06-17 08:27:27,32,36
2017-06-17 08:22:27,30,31
2017-06-17 08:17:27,32,34
2017-06-17 08:12:27,29,33
