Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-22 15:40:11
Time span: 2017-06-21 22:40:10 to 2017-06-22 22:40:10

Time Point,Pm 2.5,Pm 10
2017-06-22 22:40:02,9,8
2017-06-22 22:35:02,10,9
2017-06-22 22:30:02,8,8
2017-06-22 22:25:02,10,9
2017-06-22 22:20:02,9,8
2017-06-22 22:15:02,10,9
2017-06-22 22:10:02,12,13
2017-06-22 22:05:02,13,13
2017-06-22 22:00:01,12,12
2017-06-22 21:55:02,14,14
2017-06-22 21:50:02,12,13
2017-06-22 21:45:06,12,12
2017-06-22 21:40:02,11,10
2017-06-22 21:35:02,10,9
2017-06-22 21:30:02,10,9
2017-06-22 21:25:02,10,9
2017-06-22 21:20:02,9,8
2017-06-22 21:15:02,8,7
2017-06-22 21:10:02,8,7
2017-06-22 21:05:01,6,5
2017-06-22 21:00:01,7,6
2017-06-22 20:55:02,12,12
2017-06-22 20:50:02,44,45
2017-06-22 20:45:02,25,26
2017-06-22 20:40:02,24,27
2017-06-22 20:35:02,17,19
2017-06-22 20:30:02,15,17
2017-06-22 20:25:02,19,20
2017-06-22 20:20:02,15,15
2017-06-22 20:15:02,17,17
2017-06-22 20:10:02,24,25
2017-06-22 20:05:02,19,19
2017-06-22 20:00:01,15,15
2017-06-22 19:55:03,14,15
2017-06-22 19:50:03,14,16
2017-06-22 19:45:02,34,36
2017-06-22 19:40:03,28,28
2017-06-22 19:35:03,29,30
2017-06-22 19:30:02,31,32
2017-06-22 19:25:02,31,32
2017-06-22 19:20:03,33,34
2017-06-22 19:15:03,32,34
2017-06-22 19:10:03,34,37
2017-06-22 19:05:01,33,34
2017-06-22 19:00:01,27,28
2017-06-22 18:55:03,25,26
2017-06-22 18:50:03,21,22
2017-06-22 18:45:03,26,28
2017-06-22 18:40:03,25,26
2017-06-22 18:35:03,18,20
2017-06-22 18:30:03,16,17
2017-06-22 18:25:03,20,20
2017-06-22 18:20:03,17,18
2017-06-22 18:15:03,16,16
2017-06-22 18:10:03,13,14
2017-06-22 18:05:03,14,15
2017-06-22 18:00:02,13,14
2017-06-22 17:55:03,12,12
2017-06-22 17:50:03,16,17
2017-06-22 17:45:03,11,10
2017-06-22 17:40:03,12,11
2017-06-22 17:35:03,9,8
2017-06-22 17:30:03,12,14
2017-06-22 17:25:03,11,10
2017-06-22 17:20:03,12,12
2017-06-22 17:15:03,12,13
2017-06-22 17:10:03,8,8
2017-06-22 17:05:02,27,27
2017-06-22 17:00:02,14,14
2017-06-22 16:55:03,13,13
2017-06-22 16:50:03,14,14
2017-06-22 16:45:03,15,15
2017-06-22 16:40:03,16,16
2017-06-22 16:35:03,12,11
2017-06-22 16:30:03,16,18
2017-06-22 16:25:03,11,11
2017-06-22 16:20:03,16,17
2017-06-22 16:15:03,12,13
2017-06-22 16:10:03,12,13
2017-06-22 16:05:03,15,16
2017-06-22 16:00:02,10,9
2017-06-22 15:55:04,9,9
2017-06-22 15:50:03,12,11
2017-06-22 15:45:04,9,9
2017-06-22 15:40:03,17,17
2017-06-22 15:35:03,13,14
2017-06-22 15:30:03,12,12
2017-06-22 15:25:03,12,12
2017-06-22 15:20:04,7,6
2017-06-22 15:15:04,7,7
2017-06-22 15:10:04,7,6
2017-06-22 15:05:02,8,7
2017-06-22 15:00:02,11,10
2017-06-22 14:55:04,14,14
2017-06-22 14:50:04,19,19
2017-06-22 14:45:04,42,42
2017-06-22 14:40:04,49,51
2017-06-22 14:35:04,47,49
2017-06-22 14:30:04,39,42
2017-06-22 14:25:04,49,50
2017-06-22 14:20:04,42,44
2017-06-22 14:15:04,35,37
2017-06-22 14:10:04,39,41
2017-06-22 14:05:04,33,33
2017-06-22 14:00:03,30,33
2017-06-22 13:55:04,28,29
2017-06-22 13:50:04,23,24
2017-06-22 13:45:04,22,23
2017-06-22 13:40:04,24,26
2017-06-22 13:35:04,29,29
2017-06-22 13:30:04,23,24
2017-06-22 13:25:04,28,28
2017-06-22 13:20:04,29,30
2017-06-22 13:15:04,34,35
2017-06-22 13:10:04,40,42
2017-06-22 13:05:03,41,44
2017-06-22 13:00:03,41,42
2017-06-22 12:55:04,41,43
2017-06-22 12:50:04,48,48
2017-06-22 12:45:04,52,54
2017-06-22 12:40:04,44,45
2017-06-22 12:35:04,37,41
2017-06-22 12:30:06,43,44
2017-06-22 12:25:04,50,53
2017-06-22 12:20:04,50,52
2017-06-22 12:15:04,35,37
2017-06-22 12:10:04,36,38
2017-06-22 12:05:04,59,64
2017-06-22 12:00:04,33,34
2017-06-22 11:55:04,43,45
2017-06-22 11:50:04,51,54
2017-06-22 11:45:04,48,50
2017-06-22 11:40:04,63,64
2017-06-22 11:35:05,66,68
2017-06-22 11:30:04,58,61
2017-06-22 11:25:04,72,75
2017-06-22 11:20:05,89,92
2017-06-22 11:15:05,136,138
2017-06-22 11:10:07,108,118
2017-06-22 11:05:05,148,149
2017-06-22 11:00:04,128,130
2017-06-22 10:55:05,136,147
2017-06-22 10:50:05,162,176
2017-06-22 10:45:05,151,160
2017-06-22 10:40:05,162,173
2017-06-22 10:35:05,154,159
2017-06-22 10:30:05,153,163
2017-06-22 10:25:05,121,130
2017-06-22 10:20:05,106,111
2017-06-22 10:15:05,122,130
2017-06-22 10:10:05,145,157
2017-06-22 10:05:05,116,121
2017-06-22 10:00:04,129,144
2017-06-22 09:55:05,80,84
2017-06-22 09:50:05,102,108
2017-06-22 09:45:05,90,98
2017-06-22 09:40:05,85,89
2017-06-22 09:35:05,77,81
2017-06-22 09:30:05,86,91
2017-06-22 09:25:05,84,87
2017-06-22 09:20:05,86,89
2017-06-22 09:15:05,74,75
2017-06-22 09:10:05,87,92
2017-06-22 09:05:05,68,74
2017-06-22 09:00:04,60,64
2017-06-22 08:55:05,80,83
2017-06-22 08:50:05,69,76
2017-06-22 08:45:05,75,79
2017-06-22 08:40:05,62,64
2017-06-22 08:35:05,71,75
2017-06-22 08:30:05,66,70
2017-06-22 08:25:05,55,57
2017-06-22 08:20:05,63,65
2017-06-22 08:15:05,65,69
2017-06-22 08:10:05,67,69
2017-06-22 08:05:05,53,53
2017-06-22 08:00:04,53,54
2017-06-22 07:55:05,55,57
2017-06-22 07:50:05,56,60
2017-06-22 07:45:05,53,56
2017-06-22 07:40:05,58,64
2017-06-22 07:35:06,56,59
2017-06-22 07:30:05,61,66
2017-06-22 07:25:05,62,63
2017-06-22 07:20:06,51,53
2017-06-22 07:15:06,54,56
2017-06-22 07:10:06,61,65
2017-06-22 07:05:06,58,60
2017-06-22 07:00:04,51,53
2017-06-22 06:55:06,59,61
2017-06-22 06:50:06,47,49
2017-06-22 06:45:06,51,53
2017-06-22 06:40:06,47,50
2017-06-22 06:35:06,49,51
2017-06-22 06:30:06,51,51
2017-06-22 06:25:06,46,48
2017-06-22 06:20:06,55,57
2017-06-22 06:15:06,50,54
2017-06-22 06:10:06,55,58
2017-06-22 06:05:06,47,50
2017-06-22 06:00:05,49,52
2017-06-22 05:55:06,56,58
2017-06-22 05:50:06,48,50
2017-06-22 05:45:06,52,57
2017-06-22 05:40:06,51,53
2017-06-22 05:35:06,59,63
2017-06-22 05:30:06,71,72
2017-06-22 05:25:06,61,63
2017-06-22 05:20:06,84,86
2017-06-22 05:15:06,67,69
2017-06-22 05:10:06,67,70
2017-06-22 05:05:06,75,80
2017-06-22 05:00:06,45,45
2017-06-22 04:55:06,51,53
2017-06-22 04:50:05,62,65
2017-06-22 04:45:06,46,49
2017-06-22 04:40:06,34,34
2017-06-22 04:35:05,35,39
2017-06-22 04:30:05,34,35
2017-06-22 04:25:08,29,29
2017-06-22 04:15:06,32,33
2017-06-22 03:38:23,31,32
2017-06-22 03:33:22,31,33
2017-06-22 03:23:22,36,36
2017-06-22 03:18:22,33,35
2017-06-22 03:13:21,33,34
2017-06-22 03:08:21,32,34
2017-06-22 03:03:21,39,43
2017-06-22 02:58:19,36,37
2017-06-22 02:53:20,36,37
2017-06-22 02:48:20,35,37
2017-06-22 02:43:20,32,33
2017-06-22 02:38:19,32,32
2017-06-22 02:33:19,35,36
2017-06-22 02:28:19,34,35
2017-06-22 02:23:18,33,36
2017-06-22 02:18:18,34,35
2017-06-22 02:13:18,35,36
2017-06-22 02:08:18,34,36
2017-06-22 02:03:17,35,36
2017-06-22 01:58:16,30,32
2017-06-22 01:53:18,31,35
2017-06-22 01:48:16,30,32
2017-06-22 01:43:17,31,33
2017-06-22 01:38:16,35,37
2017-06-22 01:33:16,33,34
2017-06-22 01:28:15,32,32
2017-06-22 01:23:15,36,39
2017-06-22 01:18:15,34,36
