Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-16 08:30:09
Time span: 2017-06-15 15:30:06 to 2017-06-16 15:30:06

Time Point,Pm 2.5,Pm 10
2017-06-16 15:27:31,24,24
2017-06-16 15:22:31,19,21
2017-06-16 15:17:32,20,21
2017-06-16 15:12:31,24,25
2017-06-16 15:07:31,16,17
2017-06-16 15:02:31,19,19
2017-06-16 14:57:31,24,25
2017-06-16 14:52:30,22,24
2017-06-16 14:47:31,24,26
2017-06-16 14:42:31,23,24
2017-06-16 14:37:31,22,22
2017-06-16 14:32:31,17,18
2017-06-16 14:27:31,19,20
2017-06-16 14:22:31,23,23
2017-06-16 14:17:31,29,30
2017-06-16 14:12:34,23,24
2017-06-16 14:07:31,25,26
2017-06-16 14:02:31,30,30
2017-06-16 13:57:31,24,24
2017-06-16 13:52:30,28,32
2017-06-16 13:47:31,26,27
2017-06-16 13:42:31,34,36
2017-06-16 13:37:30,28,29
2017-06-16 13:32:32,23,25
2017-06-16 13:27:32,24,24
2017-06-16 13:22:32,23,23
2017-06-16 13:17:32,23,23
2017-06-16 13:12:32,26,29
2017-06-16 13:07:32,25,25
2017-06-16 13:02:32,23,25
2017-06-16 12:57:32,27,29
2017-06-16 12:52:31,21,24
2017-06-16 12:47:32,31,32
2017-06-16 12:42:32,32,33
2017-06-16 12:37:32,35,35
2017-06-16 12:32:32,32,33
2017-06-16 12:27:32,28,28
2017-06-16 12:22:32,32,35
2017-06-16 12:17:32,27,28
2017-06-16 12:12:32,27,27
2017-06-16 12:07:32,23,24
2017-06-16 12:02:32,23,23
2017-06-16 11:57:32,23,25
2017-06-16 11:52:31,28,28
2017-06-16 11:47:30,11,11
2017-06-16 11:42:32,22,22
2017-06-16 11:37:31,17,19
2017-06-16 11:32:32,26,27
2017-06-16 11:27:32,34,34
2017-06-16 11:22:32,29,30
2017-06-16 11:17:32,27,28
2017-06-16 11:12:32,37,37
2017-06-16 11:07:32,20,20
2017-06-16 11:02:32,35,36
2017-06-16 10:57:32,32,34
2017-06-16 10:52:31,39,40
2017-06-16 10:47:32,38,40
2017-06-16 10:42:32,33,37
2017-06-16 10:37:32,41,42
2017-06-16 10:32:32,46,49
2017-06-16 10:27:32,35,37
2017-06-16 10:22:32,30,32
2017-06-16 10:17:32,34,37
2017-06-16 10:12:32,32,32
2017-06-16 10:07:32,39,42
2017-06-16 10:02:33,38,40
2017-06-16 09:57:32,30,31
2017-06-16 09:52:31,41,42
2017-06-16 09:47:32,34,36
2017-06-16 09:42:32,31,32
2017-06-16 09:37:31,37,38
2017-06-16 09:32:33,39,40
2017-06-16 09:27:33,36,39
2017-06-16 09:22:35,31,32
2017-06-16 09:17:33,38,40
2017-06-16 09:12:33,40,40
2017-06-16 09:07:33,37,40
2017-06-16 09:02:33,33,35
2017-06-16 08:57:33,43,44
2017-06-16 08:52:32,27,29
2017-06-16 08:47:33,25,27
2017-06-16 08:42:33,31,34
2017-06-16 08:37:33,28,29
2017-06-16 08:32:33,28,29
2017-06-16 08:27:33,30,32
2017-06-16 08:22:33,31,34
2017-06-16 08:17:33,29,29
2017-06-16 08:12:33,31,35
2017-06-16 08:07:33,32,35
2017-06-16 08:02:33,39,42
2017-06-16 07:57:33,31,33
2017-06-16 07:52:32,35,38
2017-06-16 07:47:33,36,36
2017-06-16 07:42:33,39,41
2017-06-16 07:37:32,34,35
2017-06-16 07:32:33,47,48
2017-06-16 07:27:33,38,41
2017-06-16 07:22:33,46,48
2017-06-16 07:17:33,42,45
2017-06-16 07:12:33,51,53
2017-06-16 07:07:33,45,46
2017-06-16 07:02:33,58,60
2017-06-16 06:57:33,50,50
2017-06-16 06:52:32,44,47
