Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-28 11:12:48
Time span: 2017-06-27 18:12:48 to 2017-06-28 18:12:48

Time Point,Pm 2.5,Pm 10
2017-06-28 18:12:31,9,8
2017-06-28 18:07:32,9,8
2017-06-28 18:02:32,8,7
2017-06-28 17:52:31,11,10
2017-06-28 17:27:32,10,9
2017-06-28 17:22:32,8,7
2017-06-28 17:17:32,9,8
2017-06-28 17:12:31,8,8
2017-06-28 17:07:33,5,5
2017-06-28 17:02:32,6,5
2017-06-28 16:57:31,5,4
2017-06-28 16:52:32,8,7
2017-06-28 16:47:32,11,11
2017-06-28 16:42:31,10,9
2017-06-28 16:37:32,9,8
2017-06-28 16:32:33,7,6
2017-06-28 16:27:32,9,8
2017-06-28 16:22:32,6,6
2017-06-28 16:17:32,9,8
2017-06-28 16:12:31,7,6
2017-06-28 16:07:31,6,5
2017-06-28 16:02:32,7,6
2017-06-28 15:57:32,5,4
2017-06-28 15:52:32,7,6
2017-06-28 15:47:32,4,4
2017-06-28 15:42:32,5,4
2017-06-28 15:37:32,4,3
2017-06-28 15:32:33,6,5
2017-06-28 15:27:33,6,5
2017-06-28 15:22:32,10,9
2017-06-28 15:17:32,9,9
2017-06-28 15:12:32,12,12
2017-06-28 15:07:33,9,9
2017-06-28 15:02:32,6,5
2017-06-28 14:57:32,8,8
2017-06-28 14:52:33,9,8
2017-06-28 14:47:34,8,7
2017-06-28 14:42:33,6,5
2017-06-28 14:37:31,7,7
2017-06-28 14:32:33,12,12
2017-06-28 14:27:33,8,9
2017-06-28 14:22:33,10,9
2017-06-28 14:17:33,9,8
2017-06-28 14:12:31,10,10
2017-06-28 14:07:33,10,9
2017-06-28 14:02:33,7,7
2017-06-28 13:57:33,9,8
2017-06-28 13:52:33,7,6
2017-06-28 13:47:33,11,10
2017-06-28 13:42:33,12,11
2017-06-28 13:37:33,12,11
2017-06-28 13:32:33,9,9
2017-06-28 13:17:34,10,9
2017-06-28 13:12:32,6,5
2017-06-28 13:07:33,9,9
2017-06-28 13:02:33,9,9
2017-06-28 12:57:33,12,12
2017-06-28 12:52:33,13,14
2017-06-28 12:47:33,13,14
2017-06-28 12:42:33,12,11
2017-06-28 12:37:33,12,13
2017-06-28 12:32:33,14,15
2017-06-28 12:27:33,9,8
2017-06-28 12:22:33,11,10
2017-06-28 12:17:33,10,9
2017-06-28 12:12:32,11,10
2017-06-28 12:07:33,8,8
2017-06-28 12:02:33,12,13
2017-06-28 11:57:33,11,10
2017-06-28 11:52:33,15,16
2017-06-28 11:47:33,10,9
2017-06-28 11:42:33,10,9
2017-06-28 11:37:33,7,6
2017-06-28 11:32:33,12,11
2017-06-28 11:27:33,9,9
2017-06-28 11:22:33,9,8
2017-06-28 11:17:34,23,23
2017-06-28 11:12:32,9,8
2017-06-28 11:07:33,9,8
2017-06-28 11:02:33,12,11
2017-06-28 10:57:36,9,8
2017-06-28 10:52:33,12,11
2017-06-28 10:47:33,11,11
2017-06-28 10:42:33,10,9
2017-06-28 10:37:33,11,10
2017-06-28 10:32:34,9,9
2017-06-28 10:27:34,16,17
2017-06-28 10:22:34,13,14
2017-06-28 10:17:34,12,13
2017-06-28 10:12:33,12,11
2017-06-28 10:07:34,11,11
2017-06-28 10:02:34,12,12
2017-06-28 09:57:34,8,8
2017-06-28 09:52:34,8,7
2017-06-28 09:47:34,6,5
2017-06-28 09:42:34,8,8
2017-06-28 09:37:34,6,5
2017-06-28 09:32:34,6,6
2017-06-28 09:27:34,9,8
2017-06-28 09:22:34,8,7
2017-06-28 09:17:34,11,10
2017-06-28 09:12:33,8,7
2017-06-28 09:07:34,7,7
2017-06-28 09:02:34,6,6
2017-06-28 08:57:34,8,8
2017-06-28 08:52:34,6,6
2017-06-28 08:47:34,9,8
2017-06-28 08:42:34,7,7
2017-06-28 08:37:34,8,8
2017-06-28 08:32:34,12,12
2017-06-28 08:27:34,11,11
2017-06-28 08:22:34,12,12
2017-06-28 08:17:34,13,14
2017-06-28 08:12:34,15,16
2017-06-28 08:07:34,13,13
2017-06-28 08:02:34,12,13
2017-06-28 07:57:34,15,15
2017-06-28 07:52:34,13,16
2017-06-28 07:47:34,13,15
2017-06-28 07:42:34,14,15
2017-06-28 07:37:35,13,14
2017-06-28 07:32:36,19,20
2017-06-28 07:27:34,26,27
2017-06-28 07:22:34,54,57
2017-06-28 07:17:34,11,11
2017-06-28 07:12:34,8,8
2017-06-28 07:07:33,14,14
2017-06-28 07:02:34,10,9
2017-06-28 06:57:34,9,8
2017-06-28 06:52:34,9,8
2017-06-28 06:47:34,9,8
2017-06-28 06:42:35,8,8
2017-06-28 06:37:34,8,7
2017-06-28 06:32:35,11,10
2017-06-28 06:27:35,7,6
2017-06-28 06:22:35,10,9
2017-06-28 06:17:35,8,7
2017-06-28 06:12:35,9,8
2017-06-28 06:07:33,10,10
2017-06-28 06:02:34,8,7
2017-06-28 05:57:35,8,7
2017-06-28 05:52:35,11,11
2017-06-28 05:47:35,8,7
2017-06-28 05:42:35,9,9
2017-06-28 05:37:35,8,7
2017-06-28 05:32:35,9,10
2017-06-28 05:27:35,7,8
2017-06-28 05:22:35,10,10
2017-06-28 05:17:35,10,9
2017-06-28 05:12:35,12,11
2017-06-28 05:07:36,7,7
2017-06-28 05:02:35,10,9
2017-06-28 04:57:37,11,10
2017-06-28 04:52:35,8,7
2017-06-28 04:47:35,11,11
2017-06-28 04:42:35,9,8
2017-06-28 04:37:35,10,10
2017-06-28 04:32:35,7,7
2017-06-28 04:27:35,8,8
2017-06-28 04:22:35,9,8
2017-06-28 04:17:35,7,7
2017-06-28 04:12:35,9,9
2017-06-28 04:07:34,9,8
2017-06-28 04:02:35,8,7
2017-06-28 03:57:35,12,12
2017-06-28 03:52:35,8,7
2017-06-28 03:47:35,8,8
2017-06-28 03:42:35,8,8
2017-06-28 03:37:35,8,8
2017-06-28 03:32:35,8,7
2017-06-28 03:27:35,8,7
2017-06-28 03:22:35,7,6
2017-06-28 03:17:35,9,9
2017-06-28 03:12:35,7,6
2017-06-28 03:07:34,6,6
2017-06-28 03:02:35,6,6
2017-06-28 02:57:35,7,6
2017-06-28 02:52:35,6,5
2017-06-28 02:47:36,8,8
2017-06-28 02:42:35,7,6
2017-06-28 02:37:35,9,9
2017-06-28 02:32:35,7,6
2017-06-28 02:27:35,11,11
2017-06-28 02:22:36,9,9
2017-06-28 02:17:36,9,10
2017-06-28 02:12:36,9,8
2017-06-28 02:07:34,9,8
2017-06-28 02:02:36,12,12
2017-06-28 01:57:35,12,12
2017-06-28 01:52:36,11,11
2017-06-28 01:47:36,12,12
2017-06-28 01:42:36,12,13
2017-06-28 01:37:36,16,16
2017-06-28 01:32:36,12,13
2017-06-28 01:27:37,11,10
2017-06-28 01:22:36,14,14
2017-06-28 01:17:36,10,9
2017-06-28 01:07:35,13,13
2017-06-28 01:02:36,12,12
2017-06-28 00:57:36,12,12
2017-06-28 00:52:36,12,11
2017-06-28 00:47:36,11,10
2017-06-28 00:42:36,11,11
2017-06-28 00:37:36,12,13
2017-06-28 00:32:36,10,10
2017-06-28 00:27:36,8,7
2017-06-28 00:22:36,9,8
2017-06-28 00:17:36,10,9
2017-06-28 00:12:36,9,8
2017-06-28 00:07:35,10,9
2017-06-28 00:02:36,9,8
2017-06-27 23:57:36,9,8
2017-06-27 23:52:36,9,8
2017-06-27 23:47:38,11,10
2017-06-27 23:42:36,8,7
2017-06-27 23:37:36,12,11
2017-06-27 23:32:36,12,12
2017-06-27 23:27:36,10,9
2017-06-27 23:22:36,10,9
2017-06-27 23:17:36,7,6
2017-06-27 23:12:36,9,8
2017-06-27 23:07:35,10,9
2017-06-27 23:02:36,10,11
2017-06-27 22:57:36,6,5
2017-06-27 22:52:37,7,6
2017-06-27 22:47:36,9,8
2017-06-27 22:42:36,10,9
2017-06-27 22:37:37,9,9
2017-06-27 22:32:37,10,9
2017-06-27 22:27:36,10,10
2017-06-27 22:22:37,8,7
2017-06-27 22:17:37,8,7
2017-06-27 22:12:37,11,10
2017-06-27 22:07:36,10,11
2017-06-27 22:02:36,10,9
2017-06-27 21:57:37,8,7
2017-06-27 21:52:38,11,11
2017-06-27 21:47:37,8,7
2017-06-27 21:42:40,8,7
2017-06-27 21:37:37,12,12
2017-06-27 21:32:37,11,11
2017-06-27 21:27:37,10,10
2017-06-27 21:22:37,9,9
2017-06-27 21:17:37,9,11
2017-06-27 21:12:37,10,9
2017-06-27 21:07:36,12,12
2017-06-27 21:02:37,12,12
2017-06-27 20:57:37,13,13
2017-06-27 20:52:38,11,10
2017-06-27 20:47:37,12,12
2017-06-27 20:42:37,13,13
2017-06-27 20:37:39,13,13
2017-06-27 20:32:37,19,19
2017-06-27 20:27:38,12,13
2017-06-27 20:22:37,12,11
2017-06-27 20:17:37,18,18
2017-06-27 20:12:37,16,18
2017-06-27 20:07:36,13,13
2017-06-27 20:02:38,10,10
2017-06-27 19:57:37,12,12
2017-06-27 19:52:38,8,8
2017-06-27 19:47:36,9,9
2017-06-27 19:42:37,8,7
2017-06-27 19:37:37,7,7
2017-06-27 19:32:38,12,12
2017-06-27 19:27:37,8,7
2017-06-27 19:22:37,9,8
2017-06-27 19:17:37,9,8
2017-06-27 19:12:37,6,5
2017-06-27 19:07:37,5,4
2017-06-27 19:02:37,7,7
2017-06-27 18:57:37,12,11
2017-06-27 18:52:39,9,9
2017-06-27 18:47:37,11,11
2017-06-27 18:42:38,12,12
2017-06-27 18:37:37,11,10
2017-06-27 18:32:37,8,7
2017-06-27 18:27:39,6,6
2017-06-27 18:22:37,8,8
2017-06-27 18:17:37,8,7
