Laseregg_1c5d 24 hour raw data

Sent to m.hieu.b@gmail.com
Origins Technology, 2017-06-27 11:38:40
Time span: 2017-06-26 18:38:39 to 2017-06-27 18:38:39

Time Point,Pm 2.5,Pm 10
2017-06-27 18:37:37,11,10
2017-06-27 18:32:37,8,7
2017-06-27 18:27:39,6,6
2017-06-27 18:22:37,8,8
2017-06-27 18:17:37,8,7
2017-06-27 18:12:37,5,4
2017-06-27 18:07:36,7,7
2017-06-27 18:02:38,12,11
2017-06-27 17:57:38,7,6
2017-06-27 17:52:38,8,7
2017-06-27 17:47:38,13,14
2017-06-27 17:42:38,5,4
2017-06-27 17:37:38,15,16
2017-06-27 17:32:38,9,8
2017-06-27 17:27:38,6,5
2017-06-27 17:22:38,5,4
2017-06-27 17:17:38,8,7
2017-06-27 17:12:38,10,9
2017-06-27 17:07:37,8,7
2017-06-27 17:02:43,8,7
2017-06-27 16:57:38,10,11
2017-06-27 16:52:38,10,10
2017-06-27 16:47:38,10,9
2017-06-27 16:42:38,11,10
2017-06-27 16:37:38,18,18
2017-06-27 16:32:38,15,16
2017-06-27 16:27:38,12,12
2017-06-27 16:22:38,13,15
2017-06-27 16:17:38,17,18
2017-06-27 16:12:38,11,10
2017-06-27 16:07:37,11,10
2017-06-27 16:02:38,27,28
2017-06-27 15:57:38,10,10
2017-06-27 15:52:38,12,12
2017-06-27 15:47:38,13,13
2017-06-27 15:42:39,13,14
2017-06-27 15:37:38,18,19
2017-06-27 15:32:38,32,33
2017-06-27 15:27:37,27,28
2017-06-27 15:22:38,12,12
2017-06-27 15:17:38,11,10
2017-06-27 15:12:38,13,14
2017-06-27 15:07:37,21,22
2017-06-27 15:02:38,14,16
2017-06-27 14:57:38,12,12
2017-06-27 14:52:38,19,19
2017-06-27 14:47:38,14,14
2017-06-27 14:42:38,12,14
2017-06-27 14:37:38,12,14
2017-06-27 14:32:39,11,11
2017-06-27 14:27:38,9,8
2017-06-27 14:22:38,13,14
2017-06-27 14:17:38,11,11
2017-06-27 14:12:40,11,10
2017-06-27 14:07:37,11,11
2017-06-27 14:02:38,9,8
2017-06-27 13:57:38,9,10
2017-06-27 13:52:37,11,11
2017-06-27 13:47:38,11,10
2017-06-27 13:42:38,12,13
2017-06-27 13:37:39,10,10
2017-06-27 13:32:39,9,9
2017-06-27 13:27:39,12,11
2017-06-27 13:22:39,19,20
2017-06-27 13:17:39,12,13
2017-06-27 13:12:39,28,28
2017-06-27 13:07:38,10,9
2017-06-27 13:02:41,16,16
2017-06-27 12:57:39,15,16
2017-06-27 12:52:39,14,14
2017-06-27 12:47:39,33,34
2017-06-27 12:42:39,19,21
2017-06-27 12:37:39,18,18
2017-06-27 12:32:39,17,18
2017-06-27 12:27:39,15,16
2017-06-27 12:22:39,16,16
2017-06-27 12:17:39,12,11
2017-06-27 12:12:39,18,19
2017-06-27 12:07:38,19,20
2017-06-27 12:02:39,14,14
2017-06-27 11:57:39,15,15
2017-06-27 11:52:39,13,13
2017-06-27 11:47:39,26,27
2017-06-27 11:42:39,17,20
2017-06-27 11:37:39,20,20
2017-06-27 11:32:39,14,15
2017-06-27 11:27:39,18,19
2017-06-27 11:22:41,19,19
2017-06-27 11:17:39,17,17
2017-06-27 11:12:39,14,15
2017-06-27 11:07:38,24,25
2017-06-27 11:02:39,30,32
2017-06-27 10:57:39,14,15
2017-06-27 10:52:39,17,18
2017-06-27 10:47:39,13,14
2017-06-27 10:42:39,12,12
2017-06-27 10:37:39,11,11
2017-06-27 10:32:39,14,15
2017-06-27 10:27:39,17,18
2017-06-27 10:22:40,12,11
2017-06-27 10:17:39,14,15
2017-06-27 10:12:39,12,12
2017-06-27 10:07:39,16,17
2017-06-27 10:02:40,19,19
2017-06-27 09:57:39,18,18
2017-06-27 09:52:39,14,15
2017-06-27 09:47:39,15,15
2017-06-27 09:42:40,14,14
2017-06-27 09:37:39,15,16
2017-06-27 09:32:39,20,21
2017-06-27 09:27:40,20,22
2017-06-27 09:22:40,21,22
2017-06-27 09:17:40,21,21
2017-06-27 09:12:40,23,25
2017-06-27 09:07:39,16,17
2017-06-27 09:02:40,19,21
2017-06-27 08:57:40,17,17
2017-06-27 08:52:40,21,22
2017-06-27 08:47:40,17,18
2017-06-27 08:42:40,17,17
2017-06-27 08:37:40,23,24
2017-06-27 08:32:40,18,19
2017-06-27 08:27:40,20,21
2017-06-27 08:22:40,21,22
2017-06-27 08:17:40,20,21
2017-06-27 08:12:40,24,24
2017-06-27 08:07:39,21,23
2017-06-27 08:02:40,20,23
2017-06-27 07:57:40,28,29
2017-06-27 07:52:40,27,28
2017-06-27 07:47:40,24,25
2017-06-27 07:42:40,29,31
2017-06-27 07:37:40,26,26
2017-06-27 07:32:40,36,38
2017-06-27 07:27:40,39,40
2017-06-27 07:22:40,37,37
2017-06-27 07:17:40,38,41
2017-06-27 07:12:40,40,43
2017-06-27 07:07:39,41,46
2017-06-27 07:02:40,46,48
2017-06-27 06:57:40,55,57
2017-06-27 06:52:40,59,63
2017-06-27 06:47:40,41,44
2017-06-27 06:42:40,41,44
2017-06-27 06:37:40,40,41
2017-06-27 06:32:40,31,31
2017-06-27 06:27:40,35,35
2017-06-27 06:22:41,32,34
2017-06-27 06:17:40,33,35
2017-06-27 06:12:40,33,35
2017-06-27 06:07:39,34,34
2017-06-27 06:02:40,33,35
2017-06-27 05:57:40,33,35
2017-06-27 05:52:41,38,39
2017-06-27 05:47:41,35,36
2017-06-27 05:42:40,38,40
2017-06-27 05:37:40,33,34
2017-06-27 05:32:40,47,48
2017-06-27 05:27:40,42,45
2017-06-27 05:22:41,32,33
2017-06-27 05:17:41,34,37
2017-06-27 05:12:41,34,36
2017-06-27 05:07:39,33,36
2017-06-27 05:02:41,29,31
2017-06-27 04:57:41,33,34
2017-06-27 04:52:41,29,30
2017-06-27 04:47:41,28,29
2017-06-27 04:42:41,33,35
2017-06-27 04:37:41,33,37
2017-06-27 04:32:41,41,42
2017-06-27 04:27:41,48,52
2017-06-27 04:22:41,30,32
2017-06-27 04:17:41,32,33
2017-06-27 04:12:41,31,33
2017-06-27 04:07:40,30,31
2017-06-27 04:02:41,29,30
2017-06-27 03:57:41,37,39
2017-06-27 03:52:41,27,29
2017-06-27 03:47:41,26,27
2017-06-27 03:42:41,27,27
2017-06-27 03:37:41,32,33
2017-06-27 03:32:41,30,30
2017-06-27 03:27:41,27,29
2017-06-27 03:22:41,34,36
2017-06-27 03:17:41,33,34
2017-06-27 03:12:41,31,31
2017-06-27 03:07:40,32,34
2017-06-27 03:02:41,35,38
2017-06-27 02:57:41,34,36
2017-06-27 02:52:41,42,44
2017-06-27 02:47:41,42,44
2017-06-27 02:42:41,44,45
2017-06-27 02:37:41,40,40
2017-06-27 02:32:41,37,37
2017-06-27 02:27:41,46,46
2017-06-27 02:22:41,37,38
2017-06-27 02:17:41,39,40
2017-06-27 02:12:41,34,35
2017-06-27 02:07:40,44,46
2017-06-27 02:02:41,48,52
2017-06-27 01:57:41,42,44
2017-06-27 01:52:41,49,49
2017-06-27 01:47:41,44,45
2017-06-27 01:42:41,34,34
2017-06-27 01:37:41,33,34
2017-06-27 01:32:41,35,36
2017-06-27 01:27:42,26,29
2017-06-27 01:22:42,27,30
2017-06-27 01:17:42,32,33
2017-06-27 01:07:42,29,30
2017-06-27 01:02:42,26,28
2017-06-27 00:57:42,31,31
2017-06-27 00:52:42,27,29
2017-06-27 00:47:42,26,27
2017-06-27 00:42:43,26,27
2017-06-27 00:37:42,24,27
2017-06-27 00:32:41,23,25
2017-06-27 00:27:42,28,29
2017-06-27 00:22:42,30,32
2017-06-27 00:17:43,22,22
2017-06-27 00:12:42,28,29
2017-06-27 00:07:41,25,26
2017-06-27 00:02:42,24,25
2017-06-26 23:57:41,27,28
2017-06-26 23:47:42,29,29
2017-06-26 23:42:42,30,31
2017-06-26 23:37:42,40,43
2017-06-26 23:32:42,23,24
2017-06-26 23:27:42,23,23
2017-06-26 23:22:42,26,26
2017-06-26 23:17:43,26,27
2017-06-26 23:12:42,26,28
2017-06-26 23:07:41,28,28
2017-06-26 23:02:42,30,31
2017-06-26 22:57:42,31,32
2017-06-26 22:52:44,36,37
2017-06-26 22:47:42,30,30
2017-06-26 22:42:43,28,29
2017-06-26 22:37:42,23,24
2017-06-26 22:32:43,24,26
2017-06-26 22:27:42,17,17
2017-06-26 22:22:42,17,17
2017-06-26 22:17:43,15,16
2017-06-26 22:12:43,14,15
2017-06-26 22:07:41,16,16
2017-06-26 22:02:45,19,20
2017-06-26 21:57:42,15,16
2017-06-26 21:52:43,15,16
2017-06-26 21:47:42,14,15
2017-06-26 21:42:41,22,24
2017-06-26 21:37:59,16,16
2017-06-26 21:32:42,14,14
2017-06-26 21:27:42,14,14
2017-06-26 21:22:43,15,15
2017-06-26 21:17:43,17,18
2017-06-26 21:12:43,17,17
2017-06-26 21:07:42,14,17
2017-06-26 21:02:43,19,19
2017-06-26 20:57:43,14,14
2017-06-26 20:52:43,16,16
2017-06-26 20:47:43,14,15
2017-06-26 20:42:43,20,25
2017-06-26 20:37:43,16,18
2017-06-26 20:32:43,18,20
2017-06-26 20:27:43,18,18
2017-06-26 20:22:44,17,17
2017-06-26 20:17:43,13,14
2017-06-26 20:12:43,15,15
2017-06-26 20:07:42,16,18
2017-06-26 20:02:43,19,20
2017-06-26 19:57:44,16,18
2017-06-26 19:52:43,21,23
2017-06-26 19:47:44,17,19
2017-06-26 19:42:42,17,18
2017-06-26 19:37:43,17,17
2017-06-26 19:32:45,17,17
2017-06-26 19:27:43,20,21
2017-06-26 19:17:43,15,16
2017-06-26 19:12:42,15,16
2017-06-26 19:07:43,14,14
2017-06-26 19:02:43,55,57
2017-06-26 18:57:43,41,44
2017-06-26 18:52:43,45,46
2017-06-26 18:42:43,37,39
