date,type,heatindexm,windchillm,wdire,wdird,windchilli,hail,heatindexi,precipi,thunder,pressurei,snow,pressurem,fog,icon,precipm,conds,tornado,hum,tempi,tempm,dewptm,rain,dewpti,visi,vism,wgusti,metar,wgustm,wspdi,wspdm,
20170101,00:00,-9999,-999,NNW,330,-999,0,-9999,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Scattered Clouds,0,94,77.0,25.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311700Z 33005KT 270V350 9999 FEW017 SCT050 25/24 Q1012 NOSIG,-9999.0,5.8,9.3,
20170101,00:30,-9999,-999,NNW,340,-999,0,-9999,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Scattered Clouds,0,94,77.0,25.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311730Z 34004KT 310V040 9999 FEW017 SCT050 25/24 Q1012 NOSIG,-9999.0,4.6,7.4,
20170101,01:00,-9999,-999,NNW,330,-999,0,-9999,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Scattered Clouds,0,94,77.0,25.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311800Z 33006KT 9999 FEW017 SCT050 25/24 Q1012 NOSIG,-9999.0,6.9,11.1,
20170101,01:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,100,75.2,24.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311830Z VRB03KT 9999 FEW017 SCT050 24/24 Q1011 NOSIG,-9999.0,3.5,5.6,
20170101,02:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,100,75.2,24.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311900Z VRB02KT 9999 FEW017 SCT050 24/24 Q1011 NOSIG,-9999.0,2.3,3.7,
20170101,02:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,100,75.2,24.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 311930Z VRB02KT 9999 FEW017 SCT050 24/24 Q1010 NOSIG,-9999.0,2.3,3.7,
20170101,03:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,100,75.2,24.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 312000Z VRB03KT 9999 FEW017 SCT050 24/24 Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,03:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,100,73.4,23.0,23.0,0,73.4,6.2,10.0,-9999.0,METAR VVTS 312030Z VRB01KT 9999 FEW017 SCT050 23/23 Q1010 NOSIG,-9999.0,1.2,1.9,
20170101,04:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,unknown,-9999.00,Unknown,0,100,73.4,23.0,23.0,0,73.4,3.7,6.0,-9999.0,METAR VVTS 312100Z VRB03KT 6000 NSC 23/23 Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,04:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,unknown,-9999.00,Unknown,0,100,73.4,23.0,23.0,0,73.4,3.1,5.0,-9999.0,METAR VVTS 312130Z VRB03KT 5000 NSC 23/23 Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,05:00,-9999,-999,North,350,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,100,73.4,23.0,23.0,0,73.4,5.0,8.0,-9999.0,METAR VVTS 312200Z 35004KT 8000 FEW017 SCT050 23/23 Q1010 NOSIG,-9999.0,4.6,7.4,
20170101,05:30,-9999,-999,NNW,330,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,N/A,-9999,-9999,-9999,0,-9999,5.0,8.0,-9999.0,METAR VVTS 312230Z 33003KT 8000 FEW017 SCT050 ///// Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,06:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,100,73.4,23.0,23.0,0,73.4,4.3,7.0,-9999.0,METAR VVTS 312300Z VRB02KT 7000 FEW017 SCT050 23/23 Q1010 NOSIG,-9999.0,2.3,3.7,
20170101,06:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,100,73.4,23.0,23.0,0,73.4,4.3,7.0,-9999.0,METAR VVTS 312330Z VRB02KT 7000 FEW017 SCT050 23/23 Q1011 NOSIG,-9999.0,2.3,3.7,
20170101,07:00,-9999,-999,North,350,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Partly Cloudy,0,100,73.4,23.0,23.0,0,73.4,4.3,7.0,-9999.0,METAR VVTS 010000Z 35004KT 7000 FEW017 23/23 Q1011 NOSIG,-9999.0,4.6,7.4,
20170101,07:30,-9999,-999,North,360,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Partly Cloudy,0,94,75.2,24.0,23.0,0,73.4,5.0,8.0,-9999.0,METAR VVTS 010030Z 36005KT 320V030 8000 FEW017 24/23 Q1011 NOSIG,-9999.0,5.8,9.3,
20170101,08:00,-9999,-999,NNE,20,-999,0,-9999,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Partly Cloudy,0,89,77.0,25.0,23.0,0,73.4,6.2,10.0,-9999.0,METAR VVTS 010100Z 02006KT 340V050 9999 FEW017 25/23 Q1012 NOSIG,-9999.0,6.9,11.1,
20170101,08:30,29.2,-999,NE,40,-999,0,84.6,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Partly Cloudy,0,74,80.6,27.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 010130Z 04006KT 360V070 9999 FEW017 27/22 Q1012 NOSIG,-9999.0,6.9,11.1,
20170101,09:00,30.2,-999,NE,40,-999,0,86.3,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Scattered Clouds,0,66,82.4,28.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 010200Z 04006KT 9999 FEW020 SCT050 28/21 Q1012 NOSIG,-9999.0,6.9,11.1,
20170101,09:30,31.3,-999,NNE,30,-999,0,88.4,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Partly Cloudy,0,62,84.2,29.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 010230Z 03006KT 350V060 9999 FEW020 29/21 Q1012 NOSIG,-9999.0,6.9,11.1,
20170101,10:00,32.4,-999,NNE,30,-999,0,90.4,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Partly Cloudy,0,58,86.0,30.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 010300Z 03008KT 360V060 9999 FEW020 30/21 Q1012 NOSIG,-9999.0,9.2,14.8,
20170101,10:30,33.0,-999,NNE,20,-999,0,91.4,-9999.00,0,29.89,0,1012,0,partlycloudy,-9999.00,Partly Cloudy,0,52,87.8,31.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 010330Z 02004KT 330V080 9999 FEW020 31/20 Q1012 NOSIG,-9999.0,4.6,7.4,
20170101,11:00,33.0,-999,NNE,20,-999,0,91.4,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Partly Cloudy,0,52,87.8,31.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 010400Z 02007KT 320V060 9999 FEW020 31/20 Q1011 NOSIG,-9999.0,8.1,13.0,
20170101,11:30,34.5,-999,NE,50,-999,0,94.0,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,43,91.4,33.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010430Z 05009KT 360V110 9999 SCT020 33/19 Q1011 NOSIG,-9999.0,10.4,16.7,
20170101,12:00,34.1,-999,ENE,70,-999,0,93.4,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,49,89.6,32.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 010500Z 07008KT 020V110 9999 SCT020 32/20 Q1011 NOSIG,-9999.0,9.2,14.8,
20170101,12:30,34.1,-999,East,80,-999,0,93.4,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,49,89.6,32.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 010530Z 08008KT 040V130 9999 SCT020 32/20 Q1010 NOSIG,-9999.0,9.2,14.8,
20170101,13:00,34.5,-999,NE,50,-999,0,94.0,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,43,91.4,33.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010600Z 05005KT 020V100 9999 SCT020 33/19 Q1009 NOSIG,-9999.0,5.8,9.3,
20170101,13:30,35.2,-999,ENE,60,-999,0,95.4,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,46,91.4,33.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 010630Z 06005KT 020V110 9999 SCT020 33/20 Q1009 NOSIG,-9999.0,5.8,9.3,
20170101,14:00,34.5,-999,NE,50,-999,0,94.0,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Scattered Clouds,0,43,91.4,33.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010700Z 05007KT 9999 SCT020 33/19 Q1008 NOSIG,-9999.0,8.1,13.0,
20170101,14:30,35.7,-999,NE,50,-999,0,96.2,-9999.00,0,29.77,0,1008,0,clear,-9999.00,Clear,0,41,93.2,34.0,19.0,0,66.2,-9999.0,-9999.0,-9999.0,METAR VVTS 010730Z 05008KT 010V080 CAVOK 34/19 Q1008 NOSIG,-9999.0,9.2,14.8,
20170101,15:00,35.7,-999,East,80,-999,0,96.2,-9999.00,0,29.74,0,1007,0,partlycloudy,-9999.00,Scattered Clouds,0,41,93.2,34.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010800Z 08005KT 030V120 9999 SCT020 34/19 Q1007 NOSIG,-9999.0,5.8,9.3,
20170101,15:30,34.5,-999,ENE,60,-999,0,94.0,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Scattered Clouds,0,43,91.4,33.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010830Z 06007KT 020V090 9999 SCT020 33/19 Q1008 NOSIG,-9999.0,8.1,13.0,
20170101,16:00,34.5,-999,NE,50,-999,0,94.0,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Scattered Clouds,0,43,91.4,33.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010900Z 05007KT 9999 SCT020 33/19 Q1008 NOSIG,-9999.0,8.1,13.0,
20170101,16:30,33.5,-999,NE,50,-999,0,92.2,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Scattered Clouds,0,46,89.6,32.0,19.0,0,66.2,6.2,10.0,-9999.0,METAR VVTS 010930Z 05007KT 9999 SCT020 32/19 Q1008 NOSIG,-9999.0,8.1,13.0,
20170101,17:00,34.1,-999,ENE,60,-999,0,93.4,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Partly Cloudy,0,49,89.6,32.0,20.0,0,68.0,6.2,10.0,-9999.0,METAR VVTS 011000Z 06004KT 020V090 9999 SCT017 FEW020TCU 32/20 Q1008 NOSIG,-9999.0,4.6,7.4,
20170101,17:30,33.0,-999,NE,40,-999,0,91.4,-9999.00,0,29.77,0,1008,0,rain,-9999.00,Light Rain Showers,0,52,87.8,31.0,20.0,1,68.0,6.2,10.0,-9999.0,METAR VVTS 011030Z 04006KT 9999 -SHRA SCT017 FEW020TCU 31/20 Q1008 TEMPO TL1045 5000 SHRA,-9999.0,6.9,11.1,
20170101,18:00,32.4,-999,ESE,110,-999,0,90.4,-9999.00,0,29.77,0,1008,0,partlycloudy,-9999.00,Partly Cloudy,0,58,86.0,30.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 011100Z 11007KT 070V130 9999 SCT017 FEW020TCU 30/21 Q1008 NOSIG,-9999.0,8.1,13.0,
20170101,18:30,32.0,-999,ESE,120,-999,0,89.6,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Partly Cloudy,0,66,84.2,29.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 011130Z 12005KT 070V190 9999 SCT017 FEW020TCU 29/22 Q1009 NOSIG,-9999.0,5.8,9.3,
20170101,19:00,33.2,-999,Variable,0,-999,0,91.8,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,62,86.0,30.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 011200Z VRB03KT 9999 SCT017 SCT050 30/22 Q1009 NOSIG,-9999.0,3.5,5.6,
20170101,19:30,32.7,-999,Variable,0,-999,0,90.9,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,70,84.2,29.0,23.0,0,73.4,6.2,10.0,-9999.0,METAR VVTS 011230Z VRB03KT 9999 SCT017 FEW020TCU SCT050 29/23 Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,20:00,33.5,-999,Variable,0,-999,0,92.3,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,74,84.2,29.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 011300Z VRB03KT 9999 SCT017 FEW020CB SCT050 29/24 Q1010 TEMPO TL1320 5000 SHRA,-9999.0,3.5,5.6,
20170101,20:30,30.1,-999,NNE,20,-999,0,86.2,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,84,80.6,27.0,24.0,0,75.2,6.2,10.0,-9999.0,METAR VVTS 011330Z 02004KT 9999 SCT017 FEW020CB SCT050 27/24 Q1010 NOSIG,-9999.0,4.6,7.4,
20170101,21:00,30.6,-999,Variable,0,-999,0,87.1,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,89,80.6,27.0,25.0,0,77.0,6.2,10.0,-9999.0,METAR VVTS 011400Z VRB01KT 9999 SCT017 SCT050 27/25 Q1010 NOSIG,-9999.0,1.2,1.9,
20170101,21:30,30.6,-999,Variable,0,-999,0,87.1,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,89,80.6,27.0,25.0,0,77.0,6.2,10.0,-9999.0,METAR VVTS 011430Z VRB01KT 9999 SCT017 SCT050 27/25 Q1010 NOSIG,-9999.0,1.2,1.9,
20170101,22:00,31.2,-999,Variable,0,-999,0,88.1,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,94,80.6,27.0,26.0,0,78.8,6.2,10.0,-9999.0,METAR VVTS 011500Z VRB01KT 9999 SCT017 SCT050 27/26 Q1010 NOSIG,-9999.0,1.2,1.9,
20170101,22:30,31.2,-999,Variable,0,-999,0,88.1,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,94,80.6,27.0,26.0,0,78.8,6.2,10.0,-9999.0,METAR VVTS 011530Z VRB03KT 9999 FEW017 SCT050 27/26 Q1010 NOSIG,-9999.0,3.5,5.6,
20170101,23:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,94,78.8,26.0,25.0,0,77.0,6.2,10.0,-9999.0,METAR VVTS 011600Z VRB03KT 9999 FEW017 SCT050 26/25 Q1011 NOSIG,-9999.0,3.5,5.6,
20170101,23:30,-9999,-999,North,10,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,94,78.8,26.0,25.0,0,77.0,6.2,10.0,-9999.0,METAR VVTS 011630Z 01005KT 340V040 9999 FEW017 SCT050 26/25 Q1011 NOSIG,-9999.0,5.8,9.3,
20170102,00:00,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,83,78.8,26.0,23.0,0,73.4,6.2,10.0,-9999.0,METAR VVTS 011700Z 04007KT 9999 FEW017 SCT050 26/23 Q1011 NOSIG,-9999.0,8.1,13.0,
20170102,00:30,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,89,77.0,25.0,23.0,0,73.4,6.2,10.0,-9999.0,METAR VVTS 011730Z 04005KT 010V070 9999 FEW017 SCT050 25/23 Q1011 NOSIG,-9999.0,5.8,9.3,
20170102,01:00,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Scattered Clouds,0,83,77.0,25.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 011800Z 04006KT 9999 FEW017 SCT050 25/22 Q1011 NOSIG,-9999.0,6.9,11.1,
20170102,01:30,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,83,77.0,25.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 011830Z 04005KT 010V070 9999 FEW017 SCT050 25/22 Q1010 NOSIG,-9999.0,5.8,9.3,
20170102,02:00,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Scattered Clouds,0,78,77.0,25.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 011900Z 04006KT 9999 FEW017 SCT050 25/21 Q1010 NOSIG,-9999.0,6.9,11.1,
20170102,02:30,-9999,-999,NNE,20,-999,0,-9999,-9999.00,0,29.80,0,1009,0,clear,-9999.00,Clear,0,78,77.0,25.0,21.0,0,69.8,-9999.0,-9999.0,-9999.0,METAR VVTS 011930Z 02005KT 350V050 CAVOK 25/21 Q1009 NOSIG,-9999.0,5.8,9.3,
20170102,03:00,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,89,75.2,24.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 012000Z VRB02KT 9999 FEW017 SCT050 24/22 Q1009 NOSIG,-9999.0,2.3,3.7,
20170102,03:30,-9999,-999,Variable,0,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,89,75.2,24.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 012030Z VRB02KT 9999 FEW017 SCT050 24/22 Q1009 NOSIG,-9999.0,2.3,3.7,
20170102,04:00,-9999,-999,NNE,30,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,83,75.2,24.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012100Z 03004KT 9999 FEW017 SCT050 24/21 Q1009 NOSIG,-9999.0,4.6,7.4,
20170102,04:30,-9999,-999,NNE,30,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,83,75.2,24.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012130Z 03004KT 9999 FEW017 SCT050 24/21 Q1009 NOSIG,-9999.0,4.6,7.4,
20170102,05:00,-9999,-999,NE,40,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,83,75.2,24.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012200Z 04005KT 9999 FEW017 SCT050 24/21 Q1009 NOSIG,-9999.0,5.8,9.3,
20170102,05:30,-9999,-999,NNE,30,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Scattered Clouds,0,88,73.4,23.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012230Z 03003KT 9999 FEW017 SCT050 23/21 Q1009 NOSIG,-9999.0,3.5,5.6,
20170102,06:00,-9999,-999,NNE,30,-999,0,-9999,-9999.00,0,29.80,0,1009,0,partlycloudy,-9999.00,Partly Cloudy,0,88,73.4,23.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012300Z 03002KT 9999 FEW017 23/21 Q1009 NOSIG,-9999.0,2.3,3.7,
20170102,06:30,-9999,-999,NE,50,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Partly Cloudy,0,88,73.4,23.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 012330Z 05004KT 9999 FEW017 23/21 Q1010 NOSIG,-9999.0,4.6,7.4,
20170102,07:00,-9999,-999,NE,50,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Partly Cloudy,0,83,75.2,24.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 020000Z 05006KT 9999 FEW017 24/21 Q1010 NOSIG,-9999.0,6.9,11.1,
20170102,07:30,-9999,-999,NE,50,-999,0,-9999,-9999.00,0,29.83,0,1010,0,partlycloudy,-9999.00,Partly Cloudy,0,78,77.0,25.0,21.0,0,69.8,6.2,10.0,-9999.0,METAR VVTS 020030Z 05005KT 010V080 9999 FEW017 25/21 Q1010 NOSIG,-9999.0,5.8,9.3,
20170102,08:00,-9999,-999,NE,50,-999,0,-9999,-9999.00,0,29.86,0,1011,0,partlycloudy,-9999.00,Partly Cloudy,0,78,78.8,26.0,22.0,0,71.6,6.2,10.0,-9999.0,METAR VVTS 020100Z 05006KT 010V080 9999 FEW017 26/22 Q1011 NOSIG,-9999.0,6.9,11.1,
20170102,08:30,30.2,-999,NE,50,-999,0,86.3,-9999.00,0,29.86,0,1011,0,clear,-9999.00,Clear,0,66,82.4,28.0,21.0,0,69.8,-9999.0,-9999.0,-9999.0,METAR VVTS 020130Z 05007KT 010V070 CAVOK 28/21 Q1011 NOSIG,-9999.0,8.1,13.0,
20170102,09:00,31.3,-999,NE,40,-999,0,88.4,-9999.00,0,29.86,0,1011,0,clear,-9999.00,Clear,0,62,84.2,29.0,21.0,0,69.8,-9999.0,-9999.0,-9999.0,METAR VVTS 020200Z 04008KT CAVOK 29/21 Q1011 NOSIG,-9999.0,9.2,14.8,
20170102,09:30,30.7,-999,NE,50,-999,0,87.3,-9999.00,0,29.86,0,1011,0,clear,-9999.00,Clear,0,58,84.2,29.0,20.0,0,68.0,-9999.0,-9999.0,-9999.0,METAR VVTS 020230Z 05008KT CAVOK 29/20 Q1011 NOSIG,-9999.0,9.2,14.8,
